,Source,Target,value,nb_transactions
0,64,984,4485200723,2
1,64,850,1785156494,1
2,279,435,797580000,1
3,2386,2535,101990000,1
4,95,56,101920345,1
5,772,1603,251022662,1
6,60,85,81054544,1
7,661,2187,122876340,6
8,0,2881,10087560,1
9,2827,665,54208310,1
10,2015,2933,100350000,1
11,12,759,77315566327,1
12,1089,582,38000128,1
13,1666,758,51644800,1
14,146,1478,4167300,1
15,56,2368,10772827791,1
16,1484,2883,968870000,2
17,783,376,8113150,1
18,105,2497,1867028413,1
19,1192,331,200220000,1
20,981,1943,21940000,1
21,331,489,2429070,1
22,140,188,17182125,1
23,12,995,14885298,1
24,2388,1631,1999990000,1
25,12,1130,13165244,1
26,1532,1077,282388796,1
27,2,95,893726272,22
28,38,468,455293229,1
29,1532,331,261980000,1
30,2922,105,4547964,1
31,92,507,2418812,2
32,741,2619,170043928,1
33,570,983,172713181,1
34,1532,460,54658796,1
35,165,494,619290000,2
36,575,57,21224599,1
37,74,438,99990000,1
38,61,772,5004061631,1
39,0,163,6548035,2
40,11,2602,633560736,1
41,38,2182,3364279110,1
42,765,2296,93206491,1
43,415,2321,10745000,1
44,12,865,77315566327,1
45,3026,744,305670000,1
46,627,2185,6014812345,50
47,439,521,215114847,1
48,689,2386,140440000,1
49,43,1633,500110000,1
50,30,1089,145798597,1
51,56,2186,5828753387,2
52,11,370,946479696,2
53,348,2468,209990000,1
54,1,1714,20380411,3
55,167,304,5011848,1
56,983,2248,3538690,2
57,297,0,664080236,2
58,1210,1093,300080000,1
59,1395,3028,1276036491,1
60,1101,2229,582973981095,11
61,239,2248,61367476,8
62,11,118,178576677,1
63,78,263,199990000,1
64,230,670,1999990000,1
65,2385,2015,26582506,1
66,12,1281,7344978801065,95
67,1297,323,3024584,1
68,2966,79,69990000,1
69,11,1,255501977,1
70,1341,1501,54727688,1
71,943,0,499970400,1
72,12,86,11902292,1
73,1101,353,52997634645,1
74,484,2133,2004578,1
75,3063,546,99990000,1
76,1,892,2583503,1
77,73,12,42298399,26
78,66,570,155802554,1
79,172,1257,1835666294,15
80,1847,2615,706050000,2
81,939,2,3344382,3
82,115,252,5232750,1
83,455,38,1352037082,1
84,252,71,2594890,1
85,30,984,27198339,1
86,8,16,7791566376,1
87,72,263,399890000,1
88,322,175,14926680,1
89,260,1116,920690595,26
90,278,2091,5216669706,4
91,133,1344,144950000,1
92,467,1776,31670894,2
93,466,1683,179987570,1
94,1993,0,7163317,1
95,659,35,409987570,1
96,12,438,21951752,2
97,12,2393,77315566327,1
98,120,2231,10061904503,4
99,489,2183,199987219,1
100,809,1440,5495280,1
101,1660,90,3112099350,12
102,1993,374,1010318,1
103,2095,1337,532440000,1
104,578,1311,96677745,3
105,925,205,148910000,1
106,1262,112,108695628,1
107,199,148,99982080,1
108,2168,892,13261075,1
109,99,2194,9446746,1
110,60,2183,308900349,4
111,301,298,101797570,1
112,124,529,17988622,1
113,1443,295,187710000,1
114,291,633,299990000,1
115,1850,2674,327115086,1
116,64,1015,4032019645,2
117,517,1714,2268983,1
118,152,648,722024,1
119,471,361,60921255,1
120,791,1059,479990000,1
121,387,12,1826410,1
122,327,744,100270000,1
123,418,1466,88391188,1
124,56,484,424020701267,28
125,1,140,7540943,3
126,2388,2385,162467494,1
127,457,155,2722470,1
128,105,370,2960643850,2
129,639,1693,120830000,1
130,12,82,27751637,1
131,807,188,84623211,2
132,1395,263,1226126491,1
133,64,3035,2674457735,1
134,2,839,57418839,1
135,205,2210,53266737,1
136,64,1440,4424096189,2
137,0,597,149414,2
138,455,2305,1808038610,1
139,376,762,59112859,5
140,2535,1321,1595050000,1
141,105,2724,554350905,1
142,481,1776,23185000,1
143,2,239,562991410,9
144,1013,307,39031878,1
145,286,304,263077648,1
146,8,28,13208852088,2
147,502,0,6806570,1
148,2883,230,199990000,1
149,150,299,12773743326,2
150,304,41,438582677,1
151,354,1441,601653480,1
152,78,2095,87510000,1
153,2607,1441,29990000,1
154,1022,2246,3792280,1
155,1089,196,20000629,1
156,155,12,97430652,1
157,2,386,80125924,1
158,0,2892,6369380,2
159,12,974,27751637,1
160,12,1555,12113927,1
161,1404,546,519430000,2
162,1006,188,12302841,1
163,181,2183,121064023,3
164,116,2133,6520598,1
165,116,140,99879975,1
166,1532,327,355998796,1
167,56,2568,141752575730,2
168,113,95,19581973,5
169,2535,3041,766191046,1
170,105,504,1507593828,4
171,1999,822,627558999,1
172,327,1776,74980000,1
173,56,428,2097374784640,48
174,0,2223,75000,1
175,791,2134,537950000,1
176,304,1111,27282359,2
177,2015,204,120260000,1
178,374,2187,4902156528,26
179,290,2,10473977,5
180,152,0,47119726,4
181,92,113,237570,1
182,2584,304,6057649,1
183,856,86,1934128,1
184,105,444,1867028413,1
185,12,163,26066008,2
186,297,1100,31404746,2
187,2455,188,1729524,1
188,9,2193,226410000,1
189,254,1440,248626,2
190,716,1397,28744099,1
191,643,1254,517803500,1
192,194,1244,700350000,1
193,115,1050,1199990000,1
194,1246,182,31295792,1
195,484,2,138422792,39
196,260,2033,16017901,1
197,581,2183,50866318,1
198,314,656,60069947,1
199,61,6,1493947882,1
200,1221,911,2254600,1
201,71,16,1790993,1
202,897,2172,55744000,1
203,258,1128,14220447,1
204,66,1981,3050469412,1
205,2746,435,103570000,1
206,509,2446,400590000,1
207,1023,984,3983223,1
208,124,828,65106088,1
209,267,2645,399990000,1
210,795,146,75070000,1
211,675,778,2999869716,1
212,611,2185,331357537,1
213,26,2231,607509860,1
214,12,1044,72734162,6
215,12,2638,12804850,1
216,1101,118,52997634645,1
217,12,141,14895196,4
218,2125,2161,1070230535,1
219,2,155,203873475,4
