,Source,Target,value,nb_transactions
0,54,376,3432694151,84
1,302,2,6530930,2
2,3,665,6557933,1
3,32,2185,133091388,2
4,297,5,247185465,1
5,215,56,7513921,1
6,2191,648,2824995,1
7,29,467,108536361,3
8,3,1,11743089,1
9,22,1083,12306023,2
10,0,464,63851777,3
11,244,105,2802300,1
12,82,1478,1596418,1
13,64,95,1062667368,1
14,581,145,2199071,1
15,62,662,47532000,1
16,2248,102,78767193,2
17,369,56,979873,1
18,32,79,1129170,1
19,896,0,9695100,1
20,627,29,16070653,1
21,116,38,439007831,4
22,79,61,2999893400,1
23,1612,915,10362940,2
24,1422,56,2995276,2
25,86,2248,11616314,1
26,856,82,1923284,1
27,778,894,94121269,1
28,359,148,642372874,1
29,749,648,3619267760,5
30,150,82,741426645,1
31,2555,296,91129273,3
32,923,2210,7060509,2
33,1143,105,1941384,1
34,101,73,40409188,1
35,374,13,429769537,2
36,749,1397,932200,1
37,442,148,50891524,2
38,150,2248,741426645,1
39,152,2183,5175000,1
40,225,148,144624067,4
41,38,2,127546445103,11
42,13,1,3233441,1
43,286,2187,468931560,1
44,32,38,211871116,1
45,162,188,394325932,2
46,215,555,1624466,1
47,750,244,5516777300,1
48,23,1478,3741139,2
49,0,5,13105770,6
50,67,984,3955409540,58
51,1,1616,298361869,1
52,227,6,31218684,1
53,67,901,982405070,6
54,14,894,558736029,3
55,434,665,17375680,1
56,167,56,484972880,1
57,112,2210,2299823266,1
58,489,188,210140619,1
59,138,300,17607706414,1
60,349,113,32469957,2
61,321,56,3077536181,2
62,604,1083,59366080,3
63,1064,2858,88734456,1
64,32,63,104644417,2
65,3065,2210,2579031532,2
66,187,9,80041798,1
67,79,2363,3930799,1
68,3,984,192038821,16
69,581,113,2089038,2
70,162,374,883848491,2
71,36,762,6236016000,1
72,2,915,397975663,8
73,56,957,162129979913,3
74,0,455,31786293,2
75,95,56,3234041507,15
76,38,1478,2000727511,1
77,6,252,234795061,2
78,1,79,340116771,3
79,38,919,66273756488,6
80,30,268,54999880,1
81,805,188,172296,1
82,81,648,14600686,3
83,2131,86,2182326,1
84,0,665,128422584,19
85,227,822,63516066,1
86,2,1083,136962454,14
87,719,2,1209588,1
88,434,148,756924902,7
89,56,252,27570316445,1
90,3,1478,65579330,10
91,66,95,7897892431,1
92,1,1439,603733822,6
93,125,163,53800000,2
94,182,2210,29321190496,2
95,23,2248,14229803,3
96,8,1635,22359581744,2
97,2924,4,274780184,1
98,101,0,901390,1
99,665,1143,6183535990,1
100,1328,1466,323105829,1
101,242,188,2730260,2
102,56,182,319576590973,5
103,340,155,52224315,7
104,79,1,4064025,3
105,450,984,329742728,2
106,374,900,232285206,2
107,27,894,23818799,2
108,56,866,251510380175,3
109,1067,0,3352350,1
110,12,323,83372052494,5
111,138,1083,1141936601980,100
112,915,244,12391804894,7
113,677,140,8443292,1
114,512,467,67613009,3
115,95,2210,8956300456,10
116,51,340,46114561,1
117,227,105,293306839,5
118,2,0,849522799745,102
119,286,680,850887172,3
120,517,12,1956083,1
121,1149,152,3404718,1
122,30,86,673277858,1
123,56,140,2211190522654,47
124,2,25,2500082,1
125,222,902,160605655,1
126,28,374,66691169,2
127,12,434,20838528197,1
128,38,86,16558356227,5
129,297,63,224645962,3
130,359,1,2816378193,4
131,63,56,1009388039,13
132,0,648,341989559,59
133,30,27,214066018,2
134,8,445,25679053252,2
135,25,12,1015812,1
136,2127,56,8141802100,4
137,8,1061,93283381788,9
138,227,113,17405090,1
139,148,489,11947615100,6
140,12,152,250062338364,12
141,14,0,58716342,4
142,493,894,36670919,1
143,1706,2,40286992,1
144,217,376,1049751936,5
145,3,512,23486178,2
146,16,225,15812290,1
147,73,12,54316626,32
148,148,852,401225672,2
149,300,56,46199829637,1
150,1494,20,214091335,1
151,60,984,61865091,2
152,152,44,993460,1
153,101,376,1311665106,40
154,856,984,211983173,10
155,9,2131,236485856,3
156,20,1397,42732843693,6
157,662,225,2235985,1
158,126,227,11216109337,1
159,27,957,65806750,1
160,856,99,11484343,1
161,2191,2210,2040353,2
162,444,56,739775081,10
