,Source,Target,value,nb_transactions
0,105,2129,9934820961,23
1,1311,13,1102045942,2
2,278,2541,1514080860,8
3,17,1457,751882994,2
4,195,84,174285334,1
5,339,283,106131561,2
6,204,383,3958428,1
7,540,779,453164643,2
8,1076,0,31917962,1
9,10,581,3499092035,2
10,50,805,78123847,1
11,28,792,73743927,7
12,441,56,2601093000,1
13,1,225,498400975,1
14,2345,1060,39990000,1
15,555,2,1045179,1
16,1219,762,161301267,2
17,225,0,16095552,2
18,492,1059,101855000,1
19,28,1728,23275026,2
20,795,762,178664796,3
21,366,2246,12251464,1
22,540,3121,316091559,2
23,205,1093,623563360,2
24,25,2329,3642215,1
25,478,0,177112970,12
26,10,146,1441192575,1
27,56,2305,1603372214,1
28,944,56,490000,1
29,1,159,17535316,8
30,660,28,1755236,1
31,2015,577,99990000,1
32,615,2389,10562704,1
33,2,2634,14261183132,11
34,205,892,181189180,1
35,185,244,2001001616,1
36,71,325,22200037,1
37,1083,547,17802776,1
38,162,105,103464430,1
39,323,56,26859463,3
40,4,61,179999892928,2
41,132,2291,494706,1
42,1743,619,7575568393,3
43,55,61,2127312401,1
44,41,12,18494000,1
45,864,105,103164214,1
46,2,2191,7849130067,6
47,0,28,24066970,11
48,396,23,228035223,1
49,866,38,38324911724,8
50,334,2246,70547640600,3
51,177,2835,92393087,1
52,278,532,299594643,2
53,88,75,1000000,1
54,1847,1197,199990000,1
55,115,115,135805000,8
56,619,1686,27023769329,1
57,2,921,2131725197,1
58,116,113,2890078967,7
59,6,2183,119760424,1
60,150,2784,4994825799,1
61,56,1305,662337065,1
62,28,2409,13462562,1
63,148,1083,449988908,1
64,493,1089,9152627,1
65,113,386,2970811,1
66,56,1641,1036139889,3
67,278,195,319344447,1
68,478,44,5168282,2
69,28,2538,481900229,5
70,112,1776,1071339572,1
71,1479,280,708320,1
72,894,372,377535657,1
73,2267,365,3105989,1
74,32,244,1060371,1
75,2206,1752,2207773,2
76,278,2393,707116305,4
77,28,555,51131238,3
78,467,61,1982820451,2
79,1416,61,1079631499,6
80,652,2324,744388021,1
81,66,16,4909868,1
82,113,164,71700290,1
83,3,336,2166592,1
84,0,1380,7480029,1
85,32,1449,1224109,2
86,575,2210,1004005898,5
87,61,2305,2662356048,8
88,64,323,2037426870,2
89,56,638,63125006,1
90,707,36,62248474,1
91,32,2,10221890,15
92,2981,2482,22316528,1
93,619,1581,34308009196,2
94,2552,2,101413129,1
95,342,152,40032078,1
96,239,2309,18634842,1
97,115,1623,98471741,3
98,368,12,29890000,1
