,Source,Target,value,nb_transactions
0,86,2610,4265688,1
1,28,382,535750000,1
2,56,501,73298703,1
3,38,38,41360324190,4
4,362,113,3810617,1
5,1758,2246,250343255,1
6,329,2210,20357909,1
7,86,330,11427420,2
8,2393,12,299980000,1
9,28,20,734344000,1
10,984,12,451527718,4
11,988,1752,294811218,1
12,73,113,1029916,2
13,12,2788,639818302600,10
14,2728,0,2167416,1
15,12,2291,2569632,1
16,780,2014,563843400,55
17,2600,56,7923967,1
18,340,2610,156057665,3
19,1130,2634,29935915,1
20,12,73,10069883476,13
21,513,78,54665276,3
22,219,678,13380085,1
23,713,56,1437119,1
24,150,2362,3059669050,1
25,116,1360,385025161,2
26,202,2206,390000,1
27,227,414,281203035,1
28,2541,2166,449140016,1
29,28,1460,9353010,1
30,28,461,15041293,1
31,12,817,313497000,2
32,116,414,161870330,1
33,12,335,4820425869,1
34,1107,2600,3038584725,3
35,87,762,45035045,1
36,28,2349,526000800,1
37,1576,327,2942023,1
38,12,128,371318486,1
39,264,2575,11092387,1
40,340,1752,1141166,1
41,120,304,2481010910,1
42,1304,1107,629673300,3
43,353,1281,3154959995,4
44,1397,28,1726442739,2
45,2610,564,6734951252,7
46,61,62,1097115519,2
47,50,270,484523604,2
48,2610,636,4736177700,4
49,340,185,49988168,1
50,270,995,50193511,1
51,1313,28,30915383,1
52,2636,984,565683740,16
53,2636,709,49938168,1
54,1561,471,36811367,1
55,1843,0,21872835,1
56,421,1412,4656970000,1
57,12,340,9767455098,7
58,365,47,64553840,1
59,0,529,1585295,3
60,53,2,117500000,1
61,2541,0,5000011,1
62,270,1107,50193511,1
63,2636,529,36273905,3
64,970,0,366990000,1
65,2372,48,11263000064,4
66,1130,1457,1463586768,1
67,31,79,74574513,1
68,1179,498,98151959,1
69,2636,1313,107081633,2
70,116,340,146110471,1
71,12,62,4820425869,1
72,12,953,4820425869,1
73,407,827,4360990000,1
74,2206,113,1670831241,8
75,481,360,20790000,1
76,3034,2372,10911346,1
77,478,0,86975888,3
78,984,2610,1520059217,7
79,0,2636,2224819,3
80,4,121,91999920000,2
81,123,113,114740387,1
82,87,538,850887978,1
83,2589,2945,1454818,1
84,19,0,10926302613,1
85,405,103,2482974,1
86,538,2210,439794924,3
87,216,1313,12470294,2
88,12,86,10935841,1
89,183,2312,20250759,1
90,441,501,24130138371,1
91,86,118,11427420,2
92,762,323,1812750257,2
93,2206,504,1391221,1
94,14,414,5032493556,2
95,1313,0,1352034706,5
96,28,1440,599270584,1
97,12,393,4820425869,1
98,78,12,90660052,1
99,113,2541,4990000,1
100,2600,1107,1012115211,2
101,38,1457,83719669792,7
102,12,76,10509672,1
103,146,1313,9960000,1
104,177,27,306382419,3
105,1313,44,2391642,1
106,414,11,38996942,3
107,162,360,52868823,1
108,1313,225,22400000,2
109,988,2133,193307606,2
110,0,2313,4388607,3
111,85,12,57696197,1
112,13,2246,376874763,1
113,1329,2291,2097098,2
114,529,984,16950000,1
115,21,376,831115915,7
116,20,1457,9145786824,3
117,2014,780,72194500,8
118,2960,79,1342386,1
119,75,12,54773975,40
120,225,0,1079757,1
121,888,1005,23701228,1
122,984,1603,203567541,5
123,416,531,33234392,1
124,216,93,7293030,1
125,38,796,233495532558,17
126,270,16,70695270,2
127,113,504,478184097,28
128,867,2372,2350339,1
129,12,2824,63981830260,1
130,45,336,9543180,2
131,2636,16,854374670,11
132,512,729,12000,1
133,1466,118,1034130195,1
134,52,409,1220746908,1
135,1771,762,101250000,1
136,239,867,999980000,1
137,1,2552,18070000,1
138,28,114,92609569,3
139,502,30,68301445,1
140,1466,376,3350340594,9
141,12,2545,10935841,1
142,115,12,296644000,47
143,2730,1440,483295,1
144,279,1910,46776441,1
145,101,2206,10812685,3
146,979,2245,493857040,6
147,149,323,120451746,1
148,488,470,68271232,1
149,270,157,25646129,1
150,1687,2206,38209000,1
151,2600,762,56231404,1
152,1592,102,70080000,1
153,1313,479,3284262,1
154,644,2320,287503398,2
155,529,12,24850000,1
156,12,188,9640851738,2
157,1457,119,1779226434,1
158,28,2362,3832347626,8
159,38,225,11555822717,1
160,28,32,595350908,1
161,502,17,109772085,2
162,675,38,105063739,1
163,234,46,1016910039,1
164,113,292,990000,1
165,12,1603,33531299482109,525
166,227,2210,1194416235,1
167,12,2166,4822506855,2
168,216,1285,4674837,1
169,796,680,343919376,1
170,46,270,28206200,1
171,216,2,112439704,13
172,267,1044,43395525,1
173,23,670,28579726,1
174,4,2229,229999800000,5
175,28,1065,21660532,1
176,82,2541,699908574,2
177,109,2313,106700000,1
178,1022,11,155798588,5
179,762,28,76265800323,45
180,128,601,699342278,2
181,121,28,1878294377,7
182,264,11,68004356,1
183,342,1083,285930933,1
184,353,2229,60656846392,5
185,56,225,3000000,1
186,12,564,710712331330,13
187,199,2636,199990000,1
188,0,133,3814580,1
189,415,2246,78495000,1
190,11,501,88159100,1
191,762,2600,1299990000,1
192,47,1857,31553693,1
193,644,64,13191934,1
194,552,2634,1101755,1
195,512,12,28242526,3
196,48,512,116000,1
197,512,762,76270835,1
198,512,86,1046337,1
199,150,709,2505581836,1
200,45,6,106868887,1
201,12,62,63981830260,1
202,291,28,499998000,1
203,38,2931,11555822717,1
204,270,984,20506675,1
205,28,102,588527540,1
206,275,75,808234410,1
207,219,270,1039661869,1
208,0,1083,14800,1
209,67,352,606543181,1
210,12,1118,135636000,6
211,670,2312,18618314,1
212,2485,79,3981948,1
213,60,63,22109493667,9
214,12,1002,145160760,2
215,166,116,608854236,1
216,199,62,699990000,1
217,28,2480,45842828,1
218,2323,1,2502990057,7
219,73,512,10990000,1
220,270,414,25646129,1
221,4,85,45999960000,1
222,93,2210,99980000,1
223,86,0,145817172,24
224,1457,691,7360009207,1
225,115,2811,114274002,22
226,49,3108,313103442,2
227,461,984,199986388,1
228,239,2229,12006192,1
229,1329,102,2050069,1
230,2031,146,76270000,2
231,762,2,1396085309,2
232,2485,13,4857233,1
233,304,213,33627219,2
234,617,113,428207327,2
235,14,2636,10043182630,4
236,24,62,16270751,1
237,14,0,85337471380,29
238,2600,28,1102874301,3
239,383,2,99314750,1
240,369,1313,1784093,1
241,270,2191,83288723,3
242,408,28,65990000,1
243,351,713,105330176,1
244,53,2634,140520000,1
245,47,628,1739960,1
246,20,1107,31740509848,3
247,512,1083,53324128,3
248,5,2416,1129740000,1
249,984,713,4533614,1
250,441,1776,24132739371,1
251,984,7,81263367,3
252,330,2,2125261,2
253,38,2634,7370874674,1
254,11,12,6766500,1
255,3031,0,32153074,1
256,88,12,39090000,1
257,23,215,69136820,1
258,14,55,2516246778,1
259,12,2805,127963660520,2
260,376,113,32530850,1
261,101,1311,31977900,1
262,79,1776,2051197,2
263,675,302,7971428,1
264,330,984,1052151,1
265,12,2304,30414031489,4
266,34,353,1788190000,1
267,2636,923,22413892,2
268,984,590,61941058,1
269,276,146,19800000,1
270,45,542,128882119,1
271,347,984,51095458,1
272,2610,1107,5451591353,6
273,183,275,49721921,1
274,90,762,42663936,1
275,2897,2636,118491649,1
