,Source,Target,value,nb_transactions
0,252,2185,10413391,1
1,2248,102,27984401,1
2,29,59,18995480,1
3,30,788,110958333,1
4,12,2805,20761030498,1
5,150,2267,4200070936,2
6,8,1457,25991586558,5
7,297,99,10471539048,11
8,448,2246,22311267,3
9,1,1776,41792707958,50
10,21,56,4963559,1
11,56,1110,23955831604,1
12,912,86,27352025,1
13,303,9,83526410,1
14,2248,44,19515590,1
15,2,426,61508253,1
16,100,905,20560620,1
17,764,901,1301981,1
18,1,1083,7651973,1
19,116,2,322504470,4
20,1,1,4175406269,2
21,237,188,4672880,1
22,38,2246,2883588180,1
23,244,0,1675196552,6
24,38,182,2474754556,1
25,8,823,6617920486,1
26,29,850,5240051,1
27,23,894,21907779,2
28,189,188,1189898,1
29,1,29,2268280935,2
30,58,148,85386332,1
31,1810,1714,456153107,1
32,14,1606,382547174,1
33,81,32,1562494,1
34,150,56,443693731,1
35,5,788,10963714,1
36,23,1397,1460891,1
37,178,2182,77988717,6
38,5,538,3869980,1
39,0,79,39697312,28
40,1,113,1332628052,3
41,2,73,610887172,13
42,0,2185,101141,1
43,44,401,5110062,1
44,528,0,172247000,1
45,78,6,7186008,1
46,374,51,415394752,1
47,779,2,40251100,2
48,20,148,32331162013,9
49,138,2971,95973800,1
50,23,44,66200454,5
51,564,19,131850982905,9
52,297,79,3926378295,1
53,11,665,4011553100,7
54,1233,596,4763550,1
55,273,374,149913719,1
56,148,244,20708337131,3
57,1877,374,1409150,1
58,115,891,10883572,1
59,1,168,617514482,1
60,900,2210,200349598,1
61,11,1012,1270163082,2
62,56,0,8097306877990,117
63,1050,105,3756507,1
64,2,1983,14317073,1
65,64,246,1103743269,4
66,38,901,496862264,1
67,44,856,81947875,9
68,1,2961,673764719,1
69,185,98,2599320,1
70,555,984,17000026,1
71,62,5,99980000,2
72,482,523,183948630,1
73,22,894,44790988,1
74,653,2,4632757,2
75,63,285,38303740,1
76,540,159,108614696,1
77,338,188,5863120,1
78,140,5,2925267152,1
79,2629,648,91915880,1
80,105,538,3895872932,1
81,150,464,1404912721,1
82,102,894,249955000,1
83,32,638,2024430,1
84,32,2,1253989974,26
85,297,2276,42954124,1
86,802,340,23660560,1
87,856,0,4952428,1
88,140,1,1424516455,4
89,64,2187,11763434421,36
90,222,2210,906306455,3
91,12,38,145327213486,7
92,13,901,174091683,8
93,8,2356,2326629752,1
94,498,894,274837680,2
95,2248,648,141996580,9
96,839,2215,1729342,1
97,42,2215,169945760,1
98,56,1703,14296923095,1
99,32,86,326684235,1
100,0,870,1767413,3
101,126,374,5653367107,2
102,3,984,140468268,6
103,79,984,3526004,2
104,1363,15,550019431,1
105,25,2182,3399452987,13
106,14,1,9946226524,26
107,1071,2248,4818475,2
108,374,32,2372377614,3
109,2,2248,24320718668,40
110,99,19,100000000000,2
111,29,268,2413270,1
112,85,965,35031974,1
113,0,1,2526654,3
114,12,286,41522060996,2
115,621,188,676812,1
116,23,105,669236909,11
117,85,2,826176506,1
118,56,163,467374945154,5
119,2858,0,400000,1
120,226,665,9602640,2
121,866,145,3588661201,2
122,2,2913,1240383843,7
123,102,5,65650000,1
124,12,123,20761030498,1
125,59,2224,11138165,1
126,63,0,10253868,5
127,677,2,53292959,1
128,13,2186,28822039,3
129,57,2,5504042,1
130,1285,2228,7596906,1
131,67,44,513759688,9
132,63,1083,16000129,1
133,1061,63,12229478418,4
134,426,618,1164996,1
135,162,374,20337935267,2
136,56,98,434065762682,4
137,95,894,11747727,1
138,2248,796,21195796,1
139,2,3,74492735,2
140,105,2186,3895872932,1
141,2,302,46314625,3
142,132,894,11519896,1
143,627,2185,1228779274,15
144,2,455,217857229,1
145,1047,894,2610831,1
146,20,2288,1026663173,1
147,98,2,37715868,2
148,19,56,56964970,1
149,12,1216,20761030498,1
150,1061,276,6743056886,3
151,8,32,3199832884,2
152,6,152,157353111,4
153,931,188,444565,1
154,8,2707,4197830273,1
155,0,2229,15685329,1
156,2929,566,5520983470,4
157,735,56,2083050,1
158,796,95,2273594,1
159,25,648,1114603067,4
160,86,112,206203503,3
161,0,2288,2080920,1
162,64,32,6197697356,18
163,152,2187,17241261,5
164,856,1776,183949942,2
165,2929,38,5520983470,4
166,1,1903,1550549,1
167,11,538,386737106,1
168,12,440,223306330,2
169,2,85,9933952,1
170,56,225,185110028865,3
171,113,239,400000,1
172,256,464,4855530,1
173,152,25,43814100,1
174,86,461,13606619,2
175,3,86,23411378,1
176,278,2185,178735075,1
177,38,894,137028273082,18
178,2358,2,2092541,1
179,8,105,184257552251,44
180,4,38,75153103,6
181,30,426,270764171,1
182,387,894,52307140000,9
183,1,2808,25605755,1
184,247,73,1499826650,1
185,2248,38,18443258161,27
186,2629,1833,91915880,1
187,59,0,17452924,4
188,56,193,52306272021,2
189,2,126,152096271,3
190,0,401,524420,1
191,226,188,665912,1
192,482,2210,240032631,1
193,1,2186,199767261320,215
194,1,227,886099669,4
195,2288,56,1917419,1
196,162,2276,142787933,1
197,14,2215,382547174,1
198,32,105,326684235,1
199,14,1641,1530188696,4
200,474,169,298247462,1
201,421,188,4118494,2
202,649,2187,299950000,1
203,2858,440,1202730,3
204,29,5,2035676,1
205,227,44,64188763,8
206,1843,188,2450298,1
207,66,82,133262839,1
208,2683,376,36583226,1
209,1061,564,15602550569,1
210,551,1603,158610460140,15
211,182,0,2593161944,1
212,2248,894,1778278199,4
213,149,2248,508403701,1
214,8,7,3076640265,1
215,204,608,7046141,1
216,545,665,939730,2
217,56,1149,498236715414,3
218,866,0,48476865640,21
219,11,2210,7629886380,11
220,376,1,2307375,1
221,32,1440,71663460,2
222,11,984,4695078960,10
223,86,894,147058671,4
224,76,648,125731075,1
225,56,889,2513887261,1
226,58,2,10725459,1
227,66,86,1904936423,1
228,21,18,2515928,1
229,601,82,61148900,2
230,168,2248,105308222,3
231,795,2224,2253482,1
232,105,132,3895872932,1
233,2248,102,1576876,1
234,1173,376,49529005,1
235,262,1628,27231629140,182
236,9,2187,182938946,1
237,44,665,13486654,4
238,0,907,29611300,4
239,57,0,1669960,1
240,0,2363,35259113,6
241,2248,984,167275156,8
242,744,450,8784304,1
243,56,943,193408980853,4
244,57,21,13389991,1
245,12,2512,20761030498,1
246,209,188,4052980,1
247,1,2223,7517059578,11
248,69,1281,41825237195,5
