,Source,Target,value,nb_transactions
0,12,2182,49253484870,11
1,2992,188,9632127,1
2,278,1641,5408163763,19
3,56,2223,61158924101,2
4,66,2363,1700687542,2
5,1,0,776082526920,1389
6,276,44,17992905,1
7,1397,749,5466000014,7
8,529,0,1858573,1
9,371,901,40324719075,3
10,2,1863,6549534,1
11,105,87,607582905,1
12,278,195,401815341,1
13,448,923,10281246,1
14,839,403,761616635,1
15,140,12,887559634,2
16,176,0,3990000,1
17,239,304,12085170,1
18,0,1257,2891022,1
19,2248,1993,14280049,1
20,105,412,736689245,1
21,278,169,461771634,2
22,1,224,1472619357,1
23,2,95,146228162,1
24,148,796,1352114891,2
25,771,449,40142709,1
26,76,2,2512255720,18
27,209,0,54065660,1
28,8,894,43901151543,13
29,1628,2858,5460,2
30,30,148,1365984112,4
31,176,467,8080,1
32,18,20,4118652,1
33,148,984,521971301,3
34,310,340,1708298186,2
35,1089,1884,25000000,1
36,29,1,1573272,1
37,233,268,224584971,1
38,0,268,1957889,7
39,278,984,26531211686,98
40,32,0,179791804,97
41,105,370,667602657,1
42,511,1628,13650,5
43,428,374,15173116,1
44,1942,0,7950007,1
45,244,56,2443218846,6
46,278,939,920511014,4
47,12,85,868002403212,36
48,849,1,879669,1
49,706,203,34209709,1
50,2131,839,1118981,1
51,12,1402,24111177867,1
52,144,82,1756933,1
53,25,2593,532082902,2
54,0,1424,6163444,1
55,2,304,1259190644,6
56,1879,188,26556004,3
57,728,95,113533160,1
58,618,0,805201023,1
59,278,464,2202871747,9
60,116,148,647859159,1
61,73,67,2060202,1
62,105,607,706694056,1
63,30,894,25306314,4
64,30,95,14689989,1
65,2261,891,8131844,1
66,649,56,399950000,1
67,78,2077,131141733,1
68,73,323,92697,1
69,12,1281,1519004205621,63
70,32,467,3329457,2
71,105,927,1054043334,1
72,12,575,233720028,2
73,86,984,61741652,2
74,239,581,1957353,1
75,0,342,28658212,4
76,150,2305,4997210035,2
77,13,2183,19924160,1
78,394,304,200780218,1
79,20,154,10507137,1
80,105,374,1277967926,2
81,12,41,33892063,1
82,37,2229,28795711536,4
83,71,915,200061586,1
84,506,188,4033426,2
85,386,2247,1032463,1
86,82,2971,4144805,1
87,778,1,768048106,12
88,105,1281,706694056,1
89,453,913,6494360,1
90,554,894,116415423,2
91,86,648,9779601,1
92,0,2180,1751249,1
93,1,95,69450000,1
94,264,188,268163383,5
95,23,478,8826652,3
96,278,203,229541774,1
97,122,2219,14202286,1
98,32,268,6329556,5
99,278,2329,4632862271,16
100,2,779,2505478,1
101,56,227,180793086260,3
102,365,2210,1399486,1
103,73,113,104056130,3
104,23,648,2371000,1
105,587,56,5083552,1
106,113,296,31124634,1
107,18,1728,5670342,1
108,138,762,672943451,2
109,75,2210,583946400,2
110,56,222,131272176025,1
111,124,374,33937610,1
112,11,2578,707716366,1
113,342,894,38005763,1
114,374,397,1403724228,2
115,323,98,3600000,2
116,1,59,174460455,1
117,49,891,24501410,1
118,278,38,1975475832,20
119,0,544,2368838,1
120,278,2381,546357301,2
121,278,1458,144541960,1
122,454,188,5708601,2
123,411,61,39675763,2
124,966,188,4962896,2
125,32,1397,316251997,1
126,56,1776,453631274083,18
127,839,152,5528561695,4
128,8,32,345074872,1
129,25,901,3474021972,8
130,105,1313,2714746195,3
131,51,2224,2942898,1
132,0,2291,1814124,3
133,13,304,964150,1
134,56,779,826382811666,18
135,476,2210,14269193,1
136,227,2215,9982613,1
137,369,2405,1454310484,4
138,2,856,1028434507,1
139,44,98,39955000,1
140,627,2185,734923286,4
141,138,20,10877356534,11
142,144,467,296448184,2
143,44,665,41077096,3
144,2962,894,2030786864,1
145,278,481,317229674,1
146,132,99,958950000,1
147,286,894,26974949,1
148,103,2360,7994344,1
149,778,244,17026801,2
150,371,2210,26883146050,2
151,239,1083,2968332,1
152,64,1,25108399513,129
153,66,2187,13569144,4
154,148,0,642871742,2
155,2,2194,1220000,1
156,56,166,46800513024,2
157,850,33,13454056512,10
158,244,12,264325117,5
159,148,112,12948968,2
160,64,157,7929896282,33
161,12,1119,96444711468,4
162,66,148,535375635,1
163,86,856,56804058,2
164,839,368,718432641,1
165,1108,323,3657192,1
