,Source,Target,value,nb_transactions
0,538,359,11731163721,67
1,2694,188,8353930,1
2,0,99,3169782,1
3,8,1457,36712683949,8
4,428,99,4017802005,4
5,1,1034,484379545,1
6,56,99,202561069871,7
7,0,2294,13799809,3
8,582,2223,6684477,2
9,2248,1644,480856838,3
10,8,38,65055185908,16
11,37,607,10399870000,1
12,0,2288,57403,2
13,8,191,1249097037,1
14,5,2248,9618224,3
15,12,778,48163412960,2
16,73,67,5961591,1
17,634,79,20993407,1
18,374,73,499915957,1
19,369,2230,228087644,1
20,152,20,98345367,1
21,2,2185,263356327,4
22,278,63,71405652,1
23,19,894,28255475,1
24,604,188,3714921,1
25,1,0,2056717600057,1371
26,10,2210,54517294,1
27,23,1603,172848138,5
28,0,2913,437137476,3
29,173,2185,37458434,1
30,25,894,13779943591,42
31,6,943,195211416,2
32,0,779,100000,1
33,180,894,107224530,1
34,2,302,291099133,2
35,285,20,334205044,1
36,293,16,23504765718,2
37,56,16,563000505146,11
38,1018,905,163691527,1
39,113,1139,281543,1
40,12,1402,24081706480,1
41,56,1015,46232173626,3
42,839,16,2010310138,1
43,734,2194,9926809,1
44,1,8,59321723,1
45,1363,148,50825640,1
46,2248,2368,196304694,1
47,37,640,31199610000,3
48,38,2248,3176959,4
49,11,38,599307221,1
50,1,894,389363107324,92
51,2,126,359027182,2
52,64,434,431192363,1
53,653,0,1210907,1
54,511,1628,21840,4
55,2248,665,640362225,4
56,37,1732,10399870000,1
57,150,1714,2171085237,1
58,778,173,484963775,1
59,150,1457,2171085237,1
60,56,788,53347179586,2
61,244,0,712800,1
62,742,287,106387450,1
63,278,32,294739425,2
64,1772,304,346476866,2
65,56,186,5018428867,1
66,38,2248,1946506960,1
67,20,27,1113569468,1
68,2,2194,125633250,1
69,23,1061,10044326800,1
70,18,0,2120995587,90
71,628,2224,1553332,1
72,18,1397,188746495,6
73,85,1,20375932,2
74,31,1089,17254680,1
75,644,125,44391245,2
76,821,2210,69117373,2
77,296,276,19826250,1
78,278,699,197826962,1
79,52,564,3187323707,5
80,5,788,20881260,1
81,0,1845,3790032,1
82,619,2,1607882,2
83,350,2210,99900000,1
84,1053,2210,64602962,1
85,0,302,5743085,5
86,1,1478,3924291229,4
87,76,923,23501559,1
88,255,188,244987971,2
89,69,428,443110961118,50
90,67,856,21972124,3
91,823,32,1494955,1
92,286,188,2094286,1
93,503,529,69899406,1
94,23,2215,66747471,2
95,82,2210,7928697,1
96,1,2230,783061648,2
97,54,896,2664100,1
98,2182,888,35306341084,2
99,138,1440,8297923231,1
100,105,61,3233011894,1
101,742,826,125938666,1
102,2,59,8619512,1
103,20,244,6370414,1
104,14,778,26455705,1
105,278,291,246684681,1
106,1086,39,57303300,1
107,1,464,209040378767,47
108,785,521,93937016,4
109,1149,20,7317681,1
110,2929,2185,2750506350,2
111,298,467,833478185,1
112,6,2210,1999772,1
113,25,907,1435575570,3
114,2,555,263051450,3
115,638,63,166005624,1
116,278,410,23274104,1
117,374,554,990037918,3
118,85,1083,9111992,2
119,56,293,71042424111,1
120,12,132,1589392627680,66
121,46,1,7138307,1
