,Source,Target,value,nb_transactions
0,1410,2183,234606735,1
1,276,1313,74530181,1
2,278,1449,248290891,1
3,1652,2210,11715720,1
4,55,1091,605699059,1
5,597,95,1965597,1
6,56,366,7343962100,3
7,85,119,3726898,1
8,365,1095,246400000,1
9,697,103,1500850,1
10,293,1214,18136655,1
11,540,1130,157562449,1
12,123,299,17638927,1
13,12,1685,21990000,1
14,56,61,3755423054,4
15,158,2183,1759023524,2
16,55,2,180560839988,324
17,2,601,20515602724,4
18,42,2372,1167203762,1
19,61,2323,173625625,1
20,55,512,7874087767,13
21,61,278,7757558,1
22,88,672,483241675,1
23,14,1439,459863560,1
24,2043,2269,3203196,1
25,1949,1083,23142000,1
26,588,517,27350871,1
27,244,1281,194990000,1
28,110,2,113020301,1
29,601,225,89887,1
30,365,0,22623318,4
31,3,56,41652513,6
32,12,16,2255589033336,24
33,158,512,461708367,1
34,256,895,104243286,1
35,0,85,3131770195,1
36,2329,0,485863486,3
37,32,56,1766243,2
38,56,2,5585741661,10
39,954,1357,12847755,1
40,2200,691,977030,5
41,38,2191,710486132,1
42,512,1920,14930007,4
43,2329,1257,4366562180,22
44,158,1920,217416138,1
45,61,1660,4339122367,39
46,1830,0,5596916905,27
47,170,1307,880920000,1
48,180,1560,25600000,1
49,55,1525,605699059,1
50,81,877,655605,1
51,49,26,376723466,1
52,290,2248,73935982,29
53,729,436,4990000,1
54,269,656,19515005,1
55,366,2,33913457,1
56,61,1714,15710033,1
57,478,0,44759799,10
58,79,33,2000135,1
59,124,145,115266093,1
60,38,12,5016256384,2
61,231,2461,10900000,1
62,245,12,163737764,1
63,1563,441,119999948400,4
64,586,54,5290310,1
65,1574,2187,229749283,3
66,1437,48,90760000,1
67,1,676,50757557,12
68,12,177,125590000,1
69,96,0,13730910,1
70,1,113,1790164,1
71,366,323,68265146,2
72,540,152,671129001,4
73,64,290,8199448373,10
74,12,2805,93982876389,1
75,2,61,46181942706,9
76,56,1370,762601946,1
77,79,2759,28503747,1
78,433,1089,8201900,1
79,0,148,24224442,2
80,14,32,919727120,2
81,366,2986,59963821,2
82,150,1257,13965552905,4
83,1004,27,132810140,1
84,426,12,1461925,1
85,119,12,20704806,4
86,53,12,4543,1
87,842,693,78292062,1
88,2,263,5035993822,1
89,152,648,42714500,1
90,113,302,3460438,1
91,2185,2372,255090438,3
92,84,2210,27218534,1
93,850,33,270007000006,9
94,1136,54,842578,1
95,77,2193,1057712469,2
96,120,984,14924676399,6
97,93,124,1066997694,2
98,56,1993,280772896,1
99,636,984,52257458,3
100,455,365,1315375080,4
101,575,225,1124700,1
102,245,56,59761000,1
103,5,2183,9430636874,19
104,85,1714,72424174,1
105,296,1478,2274498,1
106,1474,1311,83070000,2
107,12,2372,6108886965285,65
108,452,2704,5102269740,1
109,365,575,12858263,1
110,10,85,3987303531,1
111,12,113,93982876389,1
112,2185,73,2612413,1
113,111,167,28595734,1
114,120,2829,4974892133,2
115,0,555,2769541,4
116,1711,38,23393888,2
117,1702,2291,4721512,4
118,14,2982,919727120,2
119,257,779,176337319,1
120,45,825,17946110,1
121,110,2246,198985855,1
122,298,365,740216592,3
123,44,2133,5466410,1
124,150,2344,3092682988,1
125,820,1701,13292747,3
126,73,1478,1267408,1
127,540,2191,992208270,5
128,105,2,43060902772,51
129,2315,1,4091002,1
130,2945,95,3577520,1
131,421,61,1056432017,1
132,38,2314,27860255106,3
133,38,867,2508128192,1
134,55,73,4845592472,8
135,601,1478,2429307,1
136,55,1107,605699059,1
137,487,16,22829673,2
138,55,2636,1373268857,3
139,1142,32,80331943,9
