,Source,Target,value,nb_transactions
0,66,984,17003032111,3
1,25,634,199731283,1
2,821,155,5587047,1
3,612,894,59838144,1
4,2131,44,1142933,1
5,12,155,65504576,4
6,51,5,136915336,1
7,12,2182,23290034622,14
8,56,2180,815989254748,7
9,86,870,1342880,1
10,12,665,280215175254,14
11,105,464,8489798698,9
12,102,2248,11605888,2
13,749,79,929940000,1
14,105,299,5753468860,4
15,150,351,632791479,1
16,2929,2248,1375822844,1
17,1,20,292576071,1
18,56,2204,491168037786,2
19,1510,778,20716436,1
20,2,79,1512499227,22
21,152,2305,1370394860,3
22,2248,2210,1612005,2
23,1,82,2563435617,3
24,56,163,761600977527,11
25,44,23,30425136,3
26,0,86,65432865,12
27,14,891,2329470,1
28,12,2183,40030739322,2
29,26,894,89900723,1
30,286,2210,3019736,1
31,169,246,3022005,1
32,2920,2210,50045300,1
33,2,302,295449692,4
34,113,1083,207647867,2
35,67,60,227144878,3
36,168,817,593880435,7
37,374,2187,108928195420,229
38,272,837,145157142,4
39,98,2,20755134,1
40,38,158,2519141186,1
41,38,778,2703558493,3
42,56,426,248311071657,1
43,148,1061,13060723906,4
44,2248,984,2305884038,18
45,936,984,352543410,3
46,14,675,21886964,1
47,8,467,63375352940,19
48,138,464,84983280055,2
49,66,152,12041826208,1
50,158,56,16951727,2
51,1,650,365906208,1
52,534,225,384266976,1
53,38,148,246371584,2
54,57,2187,16739096,2
55,432,934,26630224,1
56,44,2,630755048,6
57,1439,25,7583980,2
58,38,901,222126052,8
59,8,6,14004940826,4
60,227,984,9365091,1
61,2,376,25367217,2
62,116,907,58779337,1
63,25,2248,6977115737,32
64,33,2228,1002886510,1
65,677,2,74088965,5
66,293,38,222576937904,1
67,112,2246,19962663,1
68,890,376,13412986,1
69,12,2990,20015369661,1
70,146,943,499919685,1
71,56,1007,653734963284,4
72,134,894,19586240,1
73,0,23,246413,1
74,374,909,200071688,1
75,1976,374,162022434,1
76,0,894,1521706210,159
77,12,2510,20015369661,1
78,13,5,3503544,2
79,749,56,8359820000,3
80,162,1478,319461860,1
81,82,984,70054425,3
82,8,1018,6634017,1
83,152,304,5175000,1
84,13,2182,39895878,6
85,2929,894,5503291376,4
86,5,12,21927797,1
87,0,29,1757904,3
88,193,466,23015717,1
89,38,73,703816,1
90,656,894,6676099,1
91,915,2309,524607088,1
92,5,1083,7440508,2
93,112,38,49869134,1
94,38,182,2199004873,1
95,102,984,186078076,2
96,374,2257,1007038779,1
97,79,675,109331203,1
98,11,64,627913093,1
99,132,1,1070305,1
100,116,1863,36550541,1
101,0,634,46318372,4
102,11,2230,2491291140,3
103,148,5,123445654,2
104,116,894,99950928,1
105,29,923,102536214,2
106,1,2913,269278315,1
107,64,253,5371392,1
108,30,464,1459362056,1
109,82,2187,123160685,5
110,346,675,49999921000,1
111,38,5,5728213088,1
112,778,1603,144639754,1
113,105,1635,3064391312,3
114,2,374,582884685,5
115,0,478,22907878,5
116,627,984,129013973,1
117,374,129,199740236,1
118,105,894,13859180,1
119,140,148,97173946061,34
120,0,1502,1955195,1
121,1894,1,5535279,1
122,928,894,4917367216,1
123,16,920,25632594,1
124,923,374,9447724,2
125,1,512,67308580,1
126,73,12,39457369,12
127,167,239,98021843,1
128,38,85,22574842157,2
129,193,12,7358800,2
130,390,915,19100392030,19
131,64,856,119056050,1
132,182,86,1214434848,1
133,139,67,68547544,1
134,56,458,111195964553,1
135,56,85,529181773699,5
136,66,225,5540386174,1
137,1363,56,555993814,7
138,138,12,126546129906,10
139,1,364,998863461,1
140,12,1397,42361753101,12
141,20,95,459464335,2
142,38,342,197581888,1
143,919,56,18433723,1
144,0,923,627957,1
145,140,253,2398890451,1
146,59,63,71003205,4
147,736,894,1987887,2
148,0,2187,4699270,2
149,1214,957,30505736,1
150,30,665,1034684231,1
151,62,0,149930000,3
152,38,980,64384804019,5
153,11,12,966156530,2
154,778,564,18726238983,11
155,0,2194,13077855,6
156,1143,73,307344341,1
157,11,56,199972880,1
158,148,675,12063406157,4
159,12,901,107501622673,32
160,124,366,13332552,1
161,56,73,5192243254061,46
162,150,2210,1265582958,2
163,8,605,1906529295,1
164,2248,665,34806586,3
165,178,901,3921880,1
166,12,762,60046108983,3
167,239,2248,2219173,1
168,222,428,2203356,1
169,1229,489,410414000,4
170,105,122,1175628614,1
171,16,73,16933586,1
172,2,3,17262928,4
173,284,12,517880,1
174,25,56,2400022,1
175,374,73,1180516149,6
176,148,2186,8263830167,2
177,129,1083,7555120,1
178,66,175,2220929713,1
179,374,394,1605172459,1
180,233,20,93334568,1
181,105,778,2963016308,4
182,56,2294,214320189562,1
183,86,627,2463639,1
184,5,0,4168777,2
185,73,1,10699680,7
186,175,140,10489741,1
187,81,5,1543519,1
188,376,296,22000028,1
189,1233,919,9657910,1
190,2858,511,402080,2
191,51,636,99290,1
192,582,212,44104600,2
193,155,38,748995979,1
194,286,2187,113186330,1
195,20,2183,1699950929,1
196,15,20,915548433,2
197,601,2210,39726100,2
198,13,244,29544442,4
199,56,227,605945933167,10
200,0,1105,5145256,1
201,2,246,776324367,8
202,11,297,7640864399,8
203,63,896,1518600,1
204,627,12,10464636,1
205,0,1701,3279093,1
206,38,2363,21096514564,2
207,2,32,138529703,1
208,6,1466,59632418,1
209,64,901,299029377,2
210,12,2356,20015369661,1
211,1,2593,998863461,1
212,1285,56,173182470,3
213,2248,23,4256015,1
214,568,1644,461546,1
215,1,467,2107404498,2
216,432,984,53260448,2
217,2929,663,1375822844,1
218,148,168,5114507,1
219,11,73,18508502209,22
220,162,2,310991641,1
221,105,426,575168919,1
222,5,2186,39252384,2
223,512,1083,1771496,1
224,2,675,1046145910,1
225,1788,148,11751338509,1
226,8,648,41514163122,10
227,30,2248,957243,1
228,2131,20,650792300,1
229,20,1149,60661094,1
230,8,2291,83636546,1
231,1,1112,61433607,1
232,225,512,1778197,1
233,44,105,393661178,6
234,62,1397,99900000,2
235,923,61,6042875,1
236,56,634,324347461501,3
237,12,95,63136124155,13
238,185,24,99950280,1
239,766,1,263270633,1
240,12,126,202252568,1
241,2,1772,4850789,1
242,286,2,1197115,1
243,1216,0,7790443,1
244,195,2817,8445570,1
245,244,148,5040209104,4
246,2248,82,39493894,1
247,555,2248,3569320,1
248,105,30,43098029234,39
249,1042,148,533286431,1
250,1,464,16262110376,16
251,38,1061,83726614926,4
252,38,152,647898,1
253,105,133,774994597,1
254,8,23,31159189109,8
255,1611,894,2229469086,6
256,162,2187,1285264086,5
257,81,2187,9131366,1
258,105,762,8274378630,9
259,499,894,298553100,1
260,374,801,36480020,1
261,1687,75,3115900,1
262,434,56,735421149,9
263,150,1457,632791479,1
264,25,2210,277926879,1
265,11,681,578601780,1
266,79,81,3796840,1
267,59,98,2941284,1
268,86,148,521758248,2
269,2,1478,40498995233,64
270,0,1143,196717,1
271,11,665,11966808212,13
272,374,126,3993700149,12
273,2929,2449,1375822844,1
274,1,662,4702708405,9
275,296,376,1734542306,42
276,20,1466,211964373,1
277,2,148,794767908,6
278,105,1993,626397622,1
279,426,38,1922237,1
280,56,1281,92567813300,1
281,8,2356,157112044,2
282,0,3055,215173,1
283,2,564,2456654260,2
284,444,148,70710000,1
285,64,2,4381772722,6
286,215,0,12742728,1
287,1,545,313287624,2
288,2,105,229094612,4
289,1379,984,1138651008,1
290,38,648,9649832638,4
291,278,461,38146829,1
292,87,2210,1202298,1
293,38,374,249218472123,9
294,1,56,302142486271,95
295,0,63,854786912,120
296,291,2210,93220964,2
297,286,1440,16521634,1
298,1208,1,1459221,1
299,8,1083,83964040176,13
300,38,2,5391635,4
301,374,778,627430284,1
302,278,1776,396627267,1
303,374,2,1923228971,5
304,21,63,15000279,1
305,20,779,118456575,1
306,2,1439,487803260,5
307,2248,2276,349928933,5
308,2248,2962,18847114,2
309,0,1,1295827786,339
310,816,870,99792880,1
311,63,2183,16006461,1
312,2248,901,1221473,1
313,1981,984,17755186,1
314,32,1478,36429082,2
315,148,82,149910368,1
316,12,5,222781161,1
317,665,148,3391410131,1
318,56,411,94420163551,2
319,169,984,1953341,1
320,0,38,645088666,44
321,444,2267,13650576,1
322,157,449,16540020,1
323,8,1620,6902305279,1
324,38,23,7876051151,4
325,8,662,38880075020,8
326,887,1040,2211971,1
327,11,140,1395683137,2
328,2,912,5090783,1
329,268,73,1325870,1
330,1679,1,999775291,1
331,273,1013,149910450,1
332,18,1,12190491,1
333,19,61,9999959320,1
334,155,145,738553449,2
335,369,919,1592391546,2
336,144,2210,268260849,1
