,Source,Target,value,nb_transactions
0,340,2,10265781,1
1,37,2229,26993747877,3
2,12,675,21151237188,1
3,66,32,6028476699,2
4,572,188,18950144,1
5,374,943,1439636437,3
6,839,2511,3163110,1
7,89,99,62727590040,2
8,374,539,4789700484,3
9,38,239,5693192863,2
10,2,907,1154494146,6
11,867,222,5417000,1
12,38,1478,999882095,1
13,116,478,2790101708,4
14,2,260,56046670,1
15,11,140,1470890747,3
16,64,173,267780499,1
17,67,2215,67842315,2
18,6,44,135544099,2
19,73,907,3122028,1
20,374,554,1587022649,2
21,46,1397,1421950115,9
22,1015,2223,871664,1
23,14,53,14189206,2
24,180,2246,2783606,1
25,193,12,1533430,1
26,896,2,27736782,4
27,1094,23,752800000,1
28,38,648,85445,1
29,1,896,156470524,2
30,63,159,18003257,1
31,442,944,207766490,79
32,24,675,410454466,2
33,38,102,80424,1
34,98,38,300838136,1
35,239,32,1096759,1
36,123,1776,51515449,1
37,140,12,820150933,6
38,12,86,21299692852,2
39,150,105,51804363583,14
40,29,901,1349099,1
41,3,555,23961857,1
42,140,44,66641953,1
43,64,2313,1702302578,1
44,59,188,1955129,1
45,353,20,20590408411,3
46,2,1734,9050000,1
47,819,18,707643,1
48,158,1635,562103114,4
49,779,984,83698101,2
50,148,778,8039119507,1
51,278,504,492827240,1
52,1,901,283999554262,294
53,126,1,9926247318,5
54,2,896,257696292,6
55,95,168,2923274,1
56,60,2223,11459449,1
57,695,1440,903596,1
58,2929,56,28612416420,20
59,25,2186,1767432565,4
60,1075,564,135974596,1
61,138,1440,1664286635,2
62,1061,1108,3152154408,2
63,483,2187,440529,1
64,86,2233,9946578,1
65,100,779,9587003,1
66,244,73,143903231,1
67,374,891,1370597648,3
68,1,913,265595704,1
69,46,1728,62491609,1
70,152,1083,596425980,7
71,416,2309,9441362,1
72,20,99,699953050,1
73,3,0,1347380822,58
74,81,2187,94846544,1
75,0,913,3088706,1
76,21,2248,104864078,9
77,839,81,1600045,1
78,73,67,172249731,3
79,2248,799,11506409,1
80,23,297,55835624,2
81,251,1701,4263743,3
82,0,128,466102,1
83,688,1,1299958826,1
84,1363,15,315723060,1
85,12,2267,21151237188,1
86,883,915,8212857,2
87,105,648,26684405516,27
88,32,943,110412807,1
89,249,2210,56002090,1
90,63,2187,28725227,6
91,95,2186,103507104,2
92,658,25,87938548,17
93,105,168,846724210,1
94,116,665,1657579246,2
95,6,581,371161089,6
96,250,894,50579190,2
97,2733,148,543408541,1
98,86,778,109966575,1
99,67,1286,89990960,1
100,101,376,1349699712,44
101,634,2210,14719264,1
