,Source,Target,value,nb_transactions
0,2248,297,2651266852,21
1,3,464,21468424,1
2,2094,1457,134707499,1
3,152,188,637049,1
4,25,665,893574659,8
5,132,905,30281203,1
6,823,894,499950793,1
7,185,66,901345495,1
8,176,2210,6211983,1
9,1026,38,29232090,2
10,778,564,14820944245,8
11,66,2,30599661750,6
12,140,984,1804611143,14
13,124,126,599893872,1
14,1214,893,1148686,1
15,2248,662,6557177660,220
16,434,148,304405039,1
17,12,512,419070492,13
18,59,2228,7390637,1
19,25,2131,566140612,2
20,203,269,75420443,1
21,2929,2363,4093360097,3
22,38,145,560678,1
23,0,2131,62493877,6
24,808,2248,87967,1
25,184,2224,461749071,1
26,44,1,52936860,6
27,11,268,947071728,3
28,1044,915,23969250,1
29,2,766,32653197,1
30,2855,374,15816480,1
31,29,1397,17063075,2
32,44,2356,24791580,1
33,140,1464,142801251,1
34,302,915,25100064,1
35,326,99,2772880,1
36,2,0,3725803,1
37,1439,82,6926437,1
38,11,1457,1701803318,3
39,76,665,81145805,1
40,25,915,1536106195,4
41,2,675,99936752,1
42,2,105,28597625,4
43,614,2305,299959741,1
44,44,113,19885871,2
45,56,778,2110743371120,34
46,843,38,113323289,1
47,2248,3055,5237251,1
48,268,29,2962993,1
49,350,894,999550000,1
50,105,1603,6684549935,1
51,8,467,74374535357,20
52,2,2194,1113270,1
53,376,2183,4586375,2
54,1,1710,660475982,1
55,1611,239,1406575,1
56,185,27,599954800,1
57,414,0,375537,1
58,61,0,1376426,2
59,11,260,817626275,1
60,23,2210,13097458311,6
61,749,923,649940000,1
62,11,1103,848950033,1
63,121,56,3009683052,5
64,13,2363,170839,1
65,1,2178,614380137,3
66,150,1397,201898620,1
67,1,1439,589486333,1
68,124,2,599893872,1
69,795,2267,264940958,1
70,1325,894,37572880,1
71,795,59,264940958,1
72,774,0,5696944,1
73,1,178,869015238,18
74,56,342,28030284224,1
75,359,56,5622380536,5
76,245,63,10461329,1
77,1797,2224,8254622,3
78,38,0,146544603115,13
79,122,56,3581847,1
80,262,511,124118920,2
81,12,2291,18382374,1
82,12,455,20388013495,1
83,105,984,34503451868,4
84,2,119,1319403395,1
85,870,376,6002032,1
86,376,2187,39700018,2
87,8,19,2045383852,1
88,1,467,22396396013,19
89,103,2230,12966100,1
90,90,2224,8483714,1
91,1216,0,7728211,1
92,2248,42,13445269,1
93,30,54,7412372,1
94,2248,304,33915647,1
95,185,662,12968360,1
96,222,285,101434671,1
97,2248,13,668713,1
98,102,0,27557613,1
99,11,2,2862593388,6
100,297,23,53862152,1
101,856,148,17061072,1
102,54,113,48219186,2
103,2,648,124967199,1
104,471,2224,3820728,1
105,923,901,7118954,1
106,3007,894,242135500,1
107,8,239,74218454,1
108,2,2187,7539429495,18
109,0,239,9278820,8
110,27,662,13065675,2
111,512,56,122994804,2
112,5,152,60204931,4
113,158,50,506066579,6
114,346,188,860546,1
115,20,489,499935114,1
116,1,76,134590234,1
117,197,1810,856236,1
118,2929,478,4093360097,3
119,11,2433,816882647,1
120,0,915,260250582,11
121,648,38,139908756,1
122,140,374,24743762,1
123,14,665,892221848,4
124,297,1776,107276750,1
125,148,1160,950324991,4
126,749,1,509940000,1
127,1,923,82304436,1
128,2858,203,810920,2
129,2248,226,194307813,13
130,343,73,1202921,1
131,48,1,174769710,2
132,6,56,691671000,12
133,82,56,194276616,3
134,25,0,36400183,3
135,56,27,3453117853759,54
136,940,185,30860,2
137,82,1440,10400454,3
138,148,58,6295317797,15
139,1,426,11962448551,3
140,286,1644,115421176,1
141,1649,188,14722057,1
142,162,23,641468660,2
143,831,2246,1145586,1
144,0,2276,60110712,7
145,8,575,4444321005,1
146,8,126,4536363080,1
147,12,138,61164040485,3
148,564,2,94772124,1
149,376,980,5620029,1
150,750,675,5132400900,1
151,32,894,518155728,7
152,162,915,683480475,2
153,823,653,2558681,1
154,12,81,75726291,4
155,12,743,19362179,1
156,32,1478,5385922,5
157,12,99,93131305,9
158,286,2187,8033263,1
159,638,2248,84702413,11
160,1288,894,36230966,4
161,0,1855,3279092,1
162,217,376,27457516,1
163,576,188,138248,1
164,555,0,100114224,1
165,11,59,364923900,1
166,376,467,7080399,2
167,222,1,3837178,1
168,18,538,5259547,1
169,450,56,11703350,1
170,58,188,410779,1
171,56,634,508120924487,4
172,14,239,223055462,1
173,69,1119,8064424792,2
174,38,126,1503108275,2
175,11,1012,1729490934,2
176,66,901,8477534536,2
177,23,376,19966445,1
178,601,2210,24528500,1
179,699,56,595480,1
180,764,56,38445760,1
181,155,73,15683225,1
182,2077,177,7787291,1
183,6,105,178392165,3
184,118,2215,60864909,1
185,2131,984,101863840,1
186,8,113,52313594125,10
187,1105,648,19651339,2
188,81,1083,3929728,2
189,13,0,159175771,19
190,86,1023,2988299,1
191,936,1083,4332889628,7
192,0,63,5958583654,112
193,1,85,1141488319,2
194,29,478,1057629,1
195,51,5,106501261,1
196,23,915,42148870,2
197,374,984,221718189,1
198,38,1906,88465211,1
199,38,434,3327896101,1
200,0,168,500038756,2
201,1719,188,3945760,1
202,545,665,1367362,4
203,2265,2224,2651880,1
204,278,73,638957202,1
205,12,2510,20388013495,1
206,19,894,24295566,2
207,1,455,112972816,1
208,13,2248,41298860,3
209,839,896,2000030,1
210,749,2,869940000,1
211,779,1083,290019830,2
212,466,12,34492880,1
213,126,901,10018953004,5
214,374,384,232401684,1
215,363,1150,39260816,1
216,517,44,12589010,2
217,113,2248,188590413,11
218,1890,56,20072112,2
219,56,38,5603152267359,68
220,147,426,352352856,1
221,147,675,352352856,1
222,51,984,7251362,1
223,150,85,15032969538,9
224,825,374,42681433,2
225,185,12,2770234479,4
226,25,923,51582374,1
227,162,227,154401175,1
228,8,1,121741492864,25
229,182,1288,19530823590,1
230,29,779,5605389,1
231,3,901,85873696,4
232,12,1214,40776026990,2
233,56,150,315812193575,2
234,79,148,411561318,1
235,25,56,1800015,1
236,63,894,113174423,8
237,32,12,8845357,6
238,1,411,400392629,3
239,244,675,59864144413,82
240,11,662,97565024,1
241,197,2210,75493145,2
242,150,2228,1349561933,1
243,2,2363,575775240,16
244,85,0,35332133,6
245,168,38,13488449,2
246,56,464,305300477780,13
247,98,467,1205950,1
248,25,148,1154542382,4
249,457,894,12679794,1
250,374,839,532609703,2
251,140,424,380301262,1
252,150,428,2007004220,5
253,12,2563,18652396,1
254,162,38,483906123,1
255,296,0,33581300,1
256,1,788,15625211362,17
257,1102,564,1304413016,4
258,73,0,9762947,6
259,131,648,145454346,1
260,340,1113,25935205,1
261,8,56,1814146255161,404
262,3,913,21468424,1
263,6,2210,62267260,1
264,374,2187,102170949406,228
