,Source,Target,value,nb_transactions
0,694,3086,882619630,2
1,381,11,18115870,1
2,1060,2125,201740000,1
3,368,2590,200060000,1
4,428,310,1953255530,2
5,1344,1122,56904500,1
6,102,1,27002226,1
7,468,2040,151100000,1
8,1093,17,41680720,1
9,1093,665,339318021,5
10,758,1693,84399220,1
11,2207,490,151133920,1
12,1016,1,4402005,1
13,2,362,559910843,1
14,1093,2015,99980000,1
15,1283,301,49980000,1
16,428,500,85443373,1
17,278,28,4121103253,17
18,69,2228,36441079592,2
19,2488,1786,200210000,1
20,32,2246,73917540,1
21,146,227,1239794898,1
22,143,1176,27126960,1
23,341,1073,9412210,1
24,492,2095,65243900,1
25,897,3029,99940000,1
26,261,0,1744915,2
27,730,2488,199980000,2
28,317,2210,23987570,1
29,1364,164,207423020,1
30,1528,2591,61563720,1
31,507,1225,4027844888,1
32,909,1832,5040000,1
33,438,665,48390000,1
34,762,460,59740000,1
35,1129,665,23240000,7
36,39,460,12648919,1
37,74,259,41020000,1
38,11,140,953811613,3
39,479,102,1768459778,4
40,219,3,52731455,2
41,1019,1302,160089020,1
42,2889,1850,3881920,1
43,279,2488,116250000,1
44,1500,2558,27980000,1
45,498,266,33577570,1
46,76,2182,12747961,3
47,570,143,40420000,1
48,65,2207,39980000,1
49,1,188,7194738,1
50,56,412,8925227793,1
51,156,44,4856865139,2
52,1105,1313,261148434,1
53,258,0,9028820,1
54,772,2210,52370000,1
55,14,61,59411340668,14
56,56,1466,270578566484,8
57,12,2185,176267256027,43
58,28,85,23739481,2
59,374,2210,3370606087,7
60,213,2204,43176000,1
61,57,3048,40380000,1
62,1853,765,38233740,2
63,492,723,99980000,1
64,3093,1690,511870000,1
65,1848,1666,14980000,1
66,131,2224,4221664,1
67,2254,247,99980000,1
68,12,398,199990000,1
69,16,1847,100200000,1
70,257,2185,21589838,1
71,2558,217,7181820,1
72,611,2185,99861292,1
73,2,939,792578100,4
74,295,2348,24980000,1
75,3063,1749,7835640,1
76,225,2810,7583290,1
77,346,244,19999988150,1
78,50,2210,216890000,1
79,150,286,4661102758,2
80,44,2708,88289105,1
81,665,794,3499966160,1
82,56,188,96774671443,1
83,467,431,19441974424,19
84,89,1749,99960000,1
85,2345,868,10160130,1
86,527,2210,331581660,1
87,1443,2185,100922000,1
88,305,2623,149680000,1
89,512,2351,150000,1
90,9,304,110702115,2
91,223,338,19146600,1
92,689,933,39737520,1
93,75,512,31551000,1
94,153,11,88095140,1
95,23,2305,1216373353,5
96,33,1089,8193447221,1
97,44,0,8344416,1
98,2395,384,99980000,1
99,291,822,8589731,1
100,1502,662,2258132,1
101,247,54,83026240,1
102,3043,68,9980000,1
103,943,1199,289816636,1
104,659,0,858680,1
105,247,25,11076370,1
106,4,2186,65820363,1
107,64,484,1557268681,2
108,1176,763,97582040,1
109,575,241,31030024,1
110,244,984,299800000,1
111,15,1065,21201030,1
112,762,384,46879420,1
113,116,0,920980653,13
114,512,11,3556000,2
115,138,277,99980000,1
116,79,675,3331793,3
117,194,2,99940000,1
118,483,2199,77075130,1
119,2488,1176,100180000,1
120,11,12,1493801267,2
121,4,0,736000,1
122,217,665,95040000,1
123,56,1313,456561656218,18
124,8,2183,130831330982,17
125,432,2210,57750704,2
126,38,2027,7231237835,1
127,152,44,249484985,3
128,1019,762,654329020,1
129,286,12,2649223527,3
130,2,263,93359368,1
131,153,316,507421910,2
132,1,403,192702708,1
133,1288,2183,628648220,2
134,566,12,75337,1
135,120,478,6281970588,5
136,247,650,100460000,1
137,247,570,200140000,1
138,56,821,1530532873,1
139,323,196,50142026,5
140,236,1816,24972843,3
141,368,2,99720000,1
142,591,2262,30284490,1
143,779,12,101420000,1
144,215,0,20292936,1
145,140,188,13730390,1
146,2040,20,100597508,1
147,278,2646,518419047,1
148,2659,438,175136390,1
149,964,909,99880000,1
150,813,2496,100140000,1
151,143,1038,1988920,1
152,103,3102,3500990302,1
153,39,369,5080000,1
154,44,1313,7113950,1
155,33,2606,1346447317,1
156,1484,452,956653020,1
157,1060,813,10310000,1
158,867,1114,30855080,1
159,509,2015,66974490,1
160,91,12,126460869,1
161,44,700,53542180,1
162,131,79,154282890,1
163,1,66,1596995452,1
164,376,485,14589910,1
165,108,68,5876920,1
166,2615,245,68834720,1
167,175,2183,8173515,1
168,193,2659,994580622,2
169,309,1603,99760000,1
170,2496,1817,100000000,1
171,712,2436,42922109,1
172,245,665,492274652,5
173,2200,511,4253690,9
174,60,2,170901326,1
175,44,637,9899258,1
176,2172,83,6240090,1
177,460,279,9980000,1
178,499,484,36214771,1
179,43,327,111112120,1
180,2868,700,49980000,1
181,2591,61,100520000,1
182,371,2228,25770451682,1
183,1135,434,8286170,1
184,2933,2388,170880440,2
185,1341,546,50080000,1
186,267,151,952132120,1
187,2318,1050,186176810,1
188,41,2803,4673120,1
189,468,169,100060000,1
190,143,2246,102202860,2
191,1057,191,143169409,1
192,33,374,573422433,1
193,1633,665,10557682,4
194,762,873,138967640,1
195,4,2,159505773,2
196,74,2130,218546220,1
197,185,244,15799625242,6
198,194,509,300160000,1
199,665,2187,19193242568,1
200,149,1814,44142870,1
201,245,909,50350000,1
202,694,1352,985667630,1
203,8,428,61266718407,6
204,680,23,60339570,1
205,469,196,9980000,1
206,64,2501,362202972,1
207,2125,80,49980000,1
208,723,305,49980000,1
209,0,2294,168074,2
210,1666,868,100140000,1
211,148,1679,1056819274,1
212,1060,61,100620000,1
213,226,0,24075140,1
214,68,2488,59232980,1
215,566,188,23154360,1
216,1100,2185,2539203175,9
217,478,113,2235938,1
218,374,2219,616257285,5
219,392,929,8134820,1
220,970,589,174550030,1
221,1357,2199,131876940,1
222,199,2881,59980000,1
223,762,1999,251580000,1
224,1847,2615,154706220,1
225,1443,2591,9980000,1
226,2609,2345,9016420,1
227,197,2355,15610000,1
228,2483,243,96397920,1
229,815,1782,15100320,1
230,1043,1782,110180000,1
231,138,2488,399980000,1
232,25,71,65845768,1
233,765,1749,199580000,2
234,126,984,744598600,1
235,823,2659,29960000,1
236,1500,149,58508590,1
237,11,3076,235231652,1
238,120,2952,6281970588,5
239,1122,338,87007470,1
240,493,2,27000000,1
241,32,2248,162666294,26
242,1122,2471,9980000,1
243,947,105,200010100,1
244,2558,611,50080000,1
