,Source,Target,value,nb_transactions
0,868,1283,500090000,1
1,156,2183,20079998,2
2,420,316,18207730,1
3,15,1006,195945507,1
4,562,207,9733243614,1
5,323,30,9071078,1
6,2327,79,6544761,1
7,1811,11,72039997,1
8,239,564,754935516,4
9,193,11,1492269767,6
10,150,488,11766792420,3
11,671,2248,50278643,1
12,2953,11,25940662,1
13,179,1089,19990000,1
14,105,1882,507020270,1
15,56,2568,900375091,1
16,1753,648,10980000,1
17,1211,2183,3688114,1
18,718,2790,124990000,1
19,1105,2229,345460657,2
20,1308,1094,755841,1
21,627,132,186001206,1
22,369,2246,674448648,1
23,44,323,4915747,1
24,1961,1472,1738532263,2
25,1800,0,147470000,1
26,2207,665,133479371,2
27,23,12,5350553,2
28,12,954,142435520,1
29,566,525,35728850,1
30,2890,2250,449990000,1
31,70,1850,56075438,1
32,168,2182,71454288,1
33,2746,42,50070000,1
34,64,133,1274202995,2
35,278,113,102706889,2
36,2522,11,12146563,1
37,2059,1457,21310413,1
38,981,2291,1951597,1
39,12,61,73445912555867,820
40,150,85,249594184,2
41,61,353,43224350734,4
42,152,1,387386420,1
43,132,2323,20001249511,1
44,56,592,6740091068,1
45,302,2210,49980000,1
46,352,12,877708475,2
47,107,2186,10803176,5
48,1763,3035,99990000,1
49,56,778,204609002,1
50,11,1525,426896678,1
51,1044,12,1050103,1
52,1276,434,7809302,1
53,334,1283,200170000,1
54,12,154,89243388203,1
55,32,648,1499977,1
56,0,340,5245226,1
57,802,25,444408318,5
58,32,2325,3516915,2
59,223,164,492294814,1
60,329,2183,138834768,2
61,1832,838,1999990000,1
62,297,0,2880258072,4
63,12,67,1039348,1
64,113,309,252170,1
65,1472,346,39647552129,2
66,28,607,8673643,1
67,2739,252,6990000,1
68,1112,455,6420953767,3
69,105,23,1960328727,2
70,377,400,195320551,5
71,1116,649,8582060156,4
72,1101,1257,45999518158,2
73,12,2360,1179000,1
74,199,2210,99950000,1
75,230,1220,1375879000,1
76,1,581,31789802,1
77,162,11,9853392,1
78,2178,2210,70450000,1
79,893,1073,53850376,1
80,985,1089,3298258,1
81,150,3068,115173296,1
82,11,2042,18094043,1
83,10,2185,6904423782,55
84,11,1313,346216241,1
85,368,2,16877846,1
86,1980,984,59940000,2
87,1763,565,86868077,1
88,1970,759,6499990000,1
89,291,2344,15827321,1
90,1023,1603,3490960,1
91,61,984,10925319605,2
92,72,1089,28779509,2
93,428,56,7320749620,9
94,116,504,97049295,1
95,695,260,5020158177,1
96,56,12,22335141570,17
97,1244,2139,181909831,1
98,150,762,19341733441,5
99,2103,1089,15785790,1
100,0,752,2375000,1
101,12,1654,561557508,1
102,183,988,98848500,1
103,824,1089,12789061,1
104,114,493,3096522904390,61
105,12,1457,740160,1
106,1077,1443,100090000,1
107,150,105,16810969105,5
108,716,185,16035176,1
109,827,1641,8194842,1
110,385,1380,29534485,1
111,12,1288,8387755787,1
112,478,2564,1377040,1
113,226,38,7592000,1
114,3040,278,27981903,1
115,334,778,51892750000,2
116,426,1478,5178425,1
117,366,984,396482623,6
118,18,44,41931932,3
119,73,824,2100000,1
120,561,12,1372120,1
121,105,486,1041492341,1
122,32,2191,4230389,3
123,0,92,6231251,8
124,116,118,91348956,1
125,841,2470,14390957155,5
126,105,564,1041492341,1
127,1038,3086,292999831,1
128,675,1440,14851145,1
129,1741,434,25451711,1
130,2,660,2549772616,1
131,0,52,227939321,17
132,428,1257,351970856,2
133,584,1469,919274,1
134,1835,1440,36532137,1
135,45,574,35130381,1
136,146,665,49993957,1
137,18,1714,42936206,2
138,42,2,24432869054,42
139,665,56,1073860498,1
140,2961,236,1192396754,1
141,1718,105,11115788,1
142,162,290,1178001165,2
143,1,2598,139015807,2
144,105,297,636301810,1
145,340,144,150900256,1
146,1023,984,62990756,3
147,10,461,37974593,1
148,44,1305,48416388,1
149,132,1644,40298529,2
150,416,2978,214584986,2
151,366,1546,49312698,1
152,2,278,7854773913,3
153,1912,2248,1885420,1
154,426,1752,40157426,1
155,44,52,1215681,1
156,1324,2719,7186016,1
157,1407,2231,130363463,2
158,2386,2375,100090000,1
159,801,1920,26370000,3
160,2,1281,45206835752,16
161,2270,2,401516,1
162,688,463,27660281,1
163,165,1079,820000,1
164,1416,1257,802256354,2
165,38,1285,4907721403,3
166,178,2191,7722023,1
167,267,916,4905829,1
168,38,148,5764327724,4
169,13,1388,2978220895,1
170,115,68,590360000,1
171,1747,374,31897931,2
172,565,665,10180000,1
173,17,1156,681288761,1
174,419,688,858818000,2
175,609,6,94663000,2
176,12,2187,545870925,18
177,23,86,13185031,2
178,1494,489,898693434,3
179,2595,1532,31183881,1
180,18,2500,29931689,1
181,1882,2183,173972366,3
182,24,1192,1121770000,2
183,892,2045,447645415,1
184,152,1380,32444400,1
185,37,1089,14357491,2
186,166,1257,519783158,2
187,150,30,29952124052,9
188,374,2,451117496,3
189,297,2183,1931742079,3
190,323,2187,11032856,1
191,2880,12,987267524,2
192,1341,2139,232801481,1
193,0,1366,4010653,1
194,619,996,34099754335,2
195,403,2,19035320,1
196,0,478,12849802,8
197,11,1257,19170365,1
198,670,172,700090000,1
199,2418,1776,8054252,1
200,2076,554,160961000,1
201,12,362,89243388203,1
202,0,2473,24095800,4
203,121,1920,2898819284,5
204,28,297,346515612,20
205,1528,201,189790000,1
206,12,436,89243388203,1
207,0,745,99988700,1
208,166,61,1099375302,2
209,13,1089,68704535,1
210,369,24,26065893,1
211,1364,2946,800260000,1
212,635,0,43201465,3
213,1500,2015,290867277,1
214,286,148,487492931,2
215,307,377,10708113,1
216,82,0,1108746,1
217,695,2229,3713999810,1
218,1241,121,113458500,1
219,12,575,6246423,3
220,1730,148,53766119,1
221,12,1732,1963354540466,22
222,1254,1799,100090000,1
223,44,512,54995480,1
224,30,328,3525619878,1
225,291,113,76368306,5
226,291,12,35749581,3
227,384,671,93962824,1
228,124,361,49317171,1
229,12,834,42598482,1
230,28,127,127991294,1
231,323,2183,98455641,2
232,372,990,382635819,1
233,119,230,27116363,1
234,291,1353,9961130,1
235,780,1083,49258738,3
236,896,3055,135940,1
237,33,2183,42340644950,3
238,83,2,498877640,2
239,553,1311,603038087,4
240,6,1920,2010000,1
241,45,312,299981159,1
242,2,884,5442496777,2
