,Source,Target,value,nb_transactions
0,97,2227,59231258,1
1,424,1752,6750000,1
2,900,1732,38956500,1
3,12,299,89579601642,1
4,105,0,411405499523,879
5,150,455,3983305895,1
6,105,984,20117109336,58
7,303,2183,64832906,1
8,2145,2210,602528964,2
9,0,1424,98988700,1
10,11,501,24983893,1
11,66,458,300117549,1
12,10,2231,38800245,1
13,10,581,224601430,1
14,1100,95,8214892,1
15,56,6,2833916301,2
16,278,2224,6573221,1
17,1515,2207,299990000,1
18,2,2541,2999859733,1
19,61,2788,469829734,1
20,41,374,4176068445,1
21,71,323,30100021,1
22,1052,2,8957420,2
23,12,735,1607488801,1
24,599,2405,296333320,5
25,386,113,1371426,1
26,1246,0,379563970,4
27,866,581,1803215841,2
28,278,2248,5056584288,147
29,1100,648,802046276,2
30,1298,2229,25360107,1
31,842,238,261970000,1
32,226,73,251563068,4
33,1859,903,351040000,1
34,1864,3063,299980000,1
35,105,581,458824580,3
36,549,11,17989183,2
37,802,12,49993220,1
38,64,2501,2980387606,2
39,105,2323,484164410,1
40,534,1641,75801100,1
41,0,85,29519362,22
42,1553,1440,13160106,1
43,61,170,18132363,1
44,66,1397,430902761,2
45,55,157,370370142,2
46,108,2291,1626309,1
47,10,1238,839409765,2
48,71,32,1164019,1
49,481,1440,198419975,3
50,9,304,9167261654,6
51,97,205,236926400,1
52,278,323,342896902,4
53,278,1717,22357409,1
54,14,2325,167671806,2
55,323,142,1502991,1
56,213,1311,12570500,1
57,14,321,83835903,1
58,802,132,12170742,1
59,241,148,283988781,1
60,126,1472,20799195647,6
61,376,2303,1721259908,4
62,359,870,1017384060,7
63,540,113,1735364994,7
64,770,1628,55460,1
65,14,1366,83835903,1
66,1470,2183,100869281,1
67,162,2210,127484693,1
68,102,1238,55214197,1
69,802,25,32473893,2
70,1528,2744,582853434,1
71,900,11,79483063,2
72,407,1120,191232476,1
73,56,564,350295627,1
74,61,353,5589585739,9
75,124,462,235639910,1
76,267,499,999990000,1
77,24,2210,3999950000,1
78,146,148,202743588,2
79,26,25,1643496,1
80,590,146,3183247,1
81,698,794,899986442,1
82,56,481,9332153649,1
83,1802,2207,139992730,2
84,32,56,10150000,6
85,146,252,1590000,1
86,105,937,124030829,1
87,291,157,6924699,1
88,795,2267,61533468,1
89,2890,1501,4699972884,2
90,1349,1457,56914081,1
91,28,118,12117400,2
92,278,265,77734696,1
93,230,828,200090700,1
94,1660,90,13473464454,32
95,32,140,1295925,1
96,529,455,383240000,1
97,239,252,1530013,1
98,105,1,106014743,1
99,12,1305,272405549470,7
100,0,79,145122698,63
101,105,73,4724744682,19
102,3048,228,965990000,1
103,416,483,81033241,1
104,520,1102,64197228,1
105,1,210,23169296,1
106,12,118,271011453108,15
107,808,2248,989690,1
108,109,56,44795428,1
109,1114,526,124188800,1
110,192,1089,67474861,1
111,654,22,24063220,1
112,11,455,8689423,1
113,31,1,5182701746,1
114,32,2191,203125086,3
115,105,132,1666443350,2
116,175,1093,199977834,1
117,1270,1848,2998993221,1
118,637,2269,2368464,1
119,61,1257,17992947341,36
120,56,691,2538146278,3
121,230,338,337066352,1
122,1412,1089,1037416283,1
123,0,1330,10305856,1
124,0,297,411115590,2
125,0,319,1378200,1
126,819,306,20080000,1
127,540,12,3516713714,15
128,44,150,15435184,1
129,24,1997,1999950000,1
130,7,2224,13713688,1
131,391,0,18110715,3
132,2490,1660,28396906,1
133,290,426,5515928,1
134,339,2224,23879550,1
135,0,415,62023,4
136,499,554,20260000,1
137,666,11,29107955,1
138,56,538,1286267877,3
139,1052,2027,1238232,1
140,1,2223,1302515956,2
141,276,665,51553979,1
142,12,0,22471281435434,855
143,278,73,11062532875,113
144,56,34,1993847344,1
145,278,1714,235846410,4
146,323,2182,1200043,1
147,512,1083,8375229,2
148,369,2309,2529195291,5
149,695,1603,2688884635,1
150,73,105,1715723,2
151,996,837,202493221,1
152,193,762,5039885,1
153,3031,0,2218464,1
154,679,1641,133670000,1
155,103,56,4323000,1
156,290,12,5464501,1
157,0,323,61772016,7
158,2,11,445039644882,159
159,186,1089,6882703,1
160,1820,2231,17046089,1
161,278,2329,2423231892,23
162,2,2230,13112669426,5
163,132,2231,231300256,1
164,1050,2674,6466954,1
165,2792,145,67399266,1
166,1086,32,3185810,1
167,0,802,10848700,1
168,1,2183,471037650,1
169,113,463,29493924,1
170,392,3056,95132435,1
171,1050,1850,200300000,1
172,56,1060,354020586,1
173,12,38,1164586493882,14
174,10,105,525903668,1
175,78,2269,4246211,1
176,1060,11,7702603,2
177,461,1083,54766420,1
178,3112,1441,181362600,1
179,257,73,2024974545,17
180,455,11,1755898579,6
181,167,0,2899366218,7
182,55,1833,434775784,1
183,0,2814,76511619,1
184,2558,230,49990000,1
185,2131,0,1383998,1
186,2818,903,348505000,1
187,391,984,5822990,1
188,349,113,125857607,4
189,232,1436,325030001,1
190,2,2040,2517121073,1
191,1633,2345,662475200,1
