,Source,Target,value,nb_transactions
0,195,121,324196984,2
1,231,2506,7990000,1
2,28,304,80649288,3
3,142,239,999990000,1
4,87,2636,347294858,1
5,894,762,5325924,1
6,88,2,2660618812,2
7,88,85,1330309406,1
8,206,955,99887214,1
9,9,704,85228428,1
10,205,44,11040209,1
11,118,11,102224076,2
12,1434,79,577490,1
13,113,130,816985096,2
14,313,1083,310000,1
15,55,304,5945647064,4
16,921,478,74990000,1
17,11,1305,160256547,1
18,3046,2246,55195747,3
19,67,239,1128405,1
20,311,1440,72390922,1
21,394,1645,73949787,1
22,12,335,65831974175,1
23,56,93,35087261,2
24,2349,1398,1109908,1
25,11,323,1220984441,2
26,1995,762,39980000,1
27,71,11,202520426,2
28,1457,461,1239938650,1
29,247,0,16646535,2
30,276,713,327481655,1
31,319,2636,690204024,2
32,0,113,10875790,5
33,2,11,24372767,1
34,2,1305,116096908,3
35,2,38,83891295,3
36,123,360,8455753,1
37,12,1305,133132781614,11
38,728,52,134781465,1
39,1050,12,382027672,4
40,2289,62,149311525,1
41,12,491,99970000,1
42,313,2673,690000,1
43,2,1752,32667205,4
44,369,270,333437594,1
45,69,2210,290727888,28
46,11,152,152959000,1
47,382,409,34447980,2
48,112,498,91100331,1
49,11,538,1048411769,1
50,28,104,6225915,1
51,1466,504,9950000,1
52,1085,38,21128460850,1
53,386,12,1334396,1
54,1142,12,1204193,1
55,1069,2245,20204133,3
56,59,304,21198273,1
57,2050,431,351207616,6
58,2636,984,475631147,11
59,59,11,15136524316,3
60,28,416,7927672,1
61,0,2629,1360654,2
62,471,58,66591371,1
63,12,370,65919881527,2
64,73,2634,3073006,1
65,324,614,38940000,4
66,28,101,13796622,1
67,2,581,54586971,4
68,1510,0,33106160,1
69,312,591,80979000,1
70,299,2636,18766076,1
71,59,817,2008734800,1
72,12,977,29490000,1
73,105,94,5814286276,4
74,2329,0,206832601,2
75,607,3058,15102078695,2
76,22,79,499990000,1
77,28,1397,453288932,18
78,481,2907,26997773,1
79,39,845,79730000,1
80,1,2248,3947291,1
81,55,1308,68737982,1
82,28,32,15712372,2
83,28,239,10049881,1
84,23,475,171722124,1
85,198,28,1570438814,10
86,95,2248,72648409,1
87,61,1107,101420355793,2
88,36,339,20998700000,1
89,1313,323,269511761,3
90,13,2248,5122000,1
91,12,2529,1370900,1
92,24,699,4008390000,1
93,219,424,78804627,1
94,2787,2230,11590099774,1
95,28,0,1038762364,1
96,55,865,1958969694,1
97,370,2833,9030678,1
98,2636,827,418054560,2
99,55,1281,3917939388,2
100,239,984,8074820,2
101,1392,1624,78359905,1
102,2636,538,179580001,1
103,12,2550,4279078321375,65
104,112,1752,178852904,2
105,105,2298,601031337,1
106,1463,12,126928546,1
107,0,555,406865,1
108,1039,335,144056065,2
109,28,1776,6228807781,196
110,105,2003,6775246184,4
111,441,85,32103847000,1
112,1257,62,321200308,1
113,1245,2210,1995890000,1
114,0,323,41525564,8
115,1257,428,1981085,1
116,104,2785,21277740,1
117,183,34,39932243,1
118,28,297,59939429,4
119,105,2323,699674020,1
120,82,12,1015521422,1
121,163,2186,199280000,1
122,43,121,19580000,1
123,359,709,292890543,1
124,481,0,31993773,1
125,17,1457,289081166,2
126,61,2372,2037649050,7
127,376,113,18510352,1
128,12,28,570968102,4
129,432,949,172746216,2
130,146,11,198741800,2
131,28,2295,33231523,2
132,68,1083,924969867,1
133,2792,489,74990000,1
134,353,274,227552814,1
135,785,30,26628251,2
136,61,1776,291609033,2
137,1297,323,3104402,1
138,299,330,55525576,1
139,2327,79,4809896,3
140,535,451,15775808,1
141,380,304,62648367,1
142,2206,512,1296508595,22
143,103,11,14096618,1
144,55,59,2027707676,2
145,59,62,18811322786,2
146,39,1004,11373656,1
147,150,2679,2508386290,1
148,488,470,35037742,1
149,2726,28,2549741,1
150,2,1449,34076385,3
151,11,525,59107600,1
152,376,2133,263475000,2
153,12,565,24261257,1
154,127,11,272796256,1
155,55,3084,1976086062,2
156,61,867,8905669488,2
157,2,127,165498299,3
158,113,67,17491588,3
159,402,2210,17019855,1
160,55,2313,17116368,1
161,35,2,419227601,1
162,1313,61,507642734,2
163,55,2472,68737982,1
164,1754,75,50168000,23
165,664,902,275036064,1
166,867,1257,5706900000,1
167,38,1083,3999990000,1
168,780,2014,624995850,67
169,11,0,228621400,5
170,56,2,578295892,2
171,39,310,81013405,1
172,231,367,2490000,1
173,12,2340,65831974175,1
174,1692,12,1813867998,72
175,474,762,69940000,1
176,28,2133,1621733276,21
177,12,1058,69770384539,2
178,340,638,164346194,1
179,0,79,1672758,4
180,467,414,8853543,1
181,185,899,95990000,1
182,150,762,15056277127,5
183,1867,762,2513090608,4
184,739,102,7210000,1
185,12,28,277766306,3
186,12,474,244105207,1
187,359,523,157406167,2
188,12,59,629118915,1
189,387,2636,16262730000,8
190,2206,1776,1562051927,7
191,30,877,110002285,1
192,12,2588,8737806,1
193,19,360,95989733,1
194,113,292,20021938,2
195,353,59,281080000,1
196,463,420,110443979,1
197,258,494,192138198,1
198,102,2206,10980000,1
199,55,2544,1958969694,1
200,1264,1776,1983907,1
201,1935,414,15506576,2
202,1313,554,4848689,1
203,27,591,88038309,1
204,165,146,12817363,3
205,353,1107,13403945097,2
206,683,71,48419336,2
207,12,401,65831974175,1
208,227,323,5150451,1
209,653,762,202030369,1
210,105,515,506762635,1
211,333,304,15938912,1
212,291,132,159102598,1
213,74,13,411572943,2
214,0,28,100234906,1
215,2,963,8916420,1
216,179,37,142550000,1
217,1240,12,3615174,1
218,86,0,86158198,14
219,408,2248,28713067,1
220,380,2210,1637620336,2
221,1313,2634,189990000,1
222,304,524,217994426,1
223,476,2210,197314282,1
224,12,648,65831974175,1
225,12,2210,4019650553896,91
226,119,253,15595000,1
227,82,0,2863252381,1
228,40,527,2048515108,1
229,56,166,99990000,1
230,37,28,594954432,1
231,28,756,26933126,2
232,156,12,86858,1
233,239,2,3008640,2
234,12,59,2250142381,1
235,19,2246,187778371,1
236,55,28,1958969694,1
237,27,2,1936842798,22
238,215,12,260050075,1
239,240,12,84918552,2
240,2600,38,6306702713,1
241,28,3089,8559480,1
242,95,2206,35870977,1
243,102,2,35990000,1
244,2,420,29881196,2
245,231,984,17628201,1
246,340,2210,15140000,1
247,279,665,41588481,2
248,291,2955,1909231176,12
249,95,1752,192516222,2
250,28,2091,341264318,2
251,85,1,125123400,1
252,61,166,4018693923,1
253,64,146,474817573,1
254,73,1083,22000027,1
255,1,1603,30399980000,2
256,923,230,1200939,1
257,590,1603,1180238068,5
258,529,152,2521340,1
259,33,270,56966060,1
260,55,340,34232736,2
261,12,2267,65831974175,1
262,1083,2620,102046948,2
263,796,91,899968655,1
264,53,7,76870000,1
265,12,1654,467462160,1
266,0,11,87975892,22
267,82,529,47061490,1
268,182,762,2150516427,1
