,Source,Target,value,nb_transactions
0,1457,856,747993803,1
1,64,11,123551650,1
2,719,2880,2621342,1
3,112,1159,83480882,1
4,323,1097,1528188,1
5,486,1313,653155,1
6,795,146,69913982,1
7,162,1032,535085693,1
8,293,2323,624303951,3
9,82,984,49980000,1
10,716,614,1041750000,5
11,1100,270,5008175,1
12,10,2246,22816522,1
13,162,1083,1007455303,4
14,796,43,3905345383,9
15,56,149,2155064,1
16,28,2541,681866799,12
17,1199,105,3758861,1
18,28,185,324715679,1
19,1224,984,4366000,1
20,267,1044,243458260,1
21,5,446,15684148,2
22,30,43,19192228058,18
23,291,157,137513731,1
24,454,512,360902000,1
25,0,360,3081770,1
26,28,347,1367990977,24
27,0,2,17755685,15
28,64,43,277757945,1
29,2,1863,70551934,1
30,231,2461,63900000,1
31,55,2421,2151793171,1
32,11,532,178077138,1
33,321,0,8316944926,3
34,44,1435,9838264,1
35,1098,2210,548441,1
36,105,330,606382482,1
37,1752,36,5700990000,3
38,2805,665,401000204,1
39,2581,56,599990000,1
40,56,478,117322825,2
41,59,91,10908691,1
42,304,955,9560601,1
43,2,535,12827003,1
44,11,2178,1674154466,4
45,45,423,21426554,1
46,529,239,2908756,1
47,258,762,199970000,1
48,439,113,1520842,1
49,1935,0,35410758,6
50,218,2141,31007713,1
51,107,39,268754228,1
52,2506,762,108136513,1
53,641,146,592122985,2
54,2547,135,37335572,1
55,11,0,4339354183,11
56,2644,297,853185260,3
57,166,56,35821318,1
58,112,365,18280640,1
59,67,2182,315445819,1
60,332,218,212807,1
61,0,478,2551028,3
62,1692,163,47966186,2
63,176,0,1596761,1
64,1109,2206,7612312,4
65,393,200,4549998000,1
66,59,912,8137377,1
67,8,802,53783905,1
68,12,61,30823522055613,428
69,23,459,3823504,1
70,441,38,109609677511,14
71,1692,698,16630900,1
72,38,12,39940614760,9
73,4,99,66999737540,1
74,619,1988,2810087911431,5
75,987,1311,16835904,2
76,498,323,2341098,1
77,11,1457,2146099845,1
78,9,476,119691933,1
79,270,2133,9028635,1
80,85,2141,1630990,1
81,78,2246,463438526,3
82,112,984,83480882,1
83,113,227,150053,1
84,2,2589,21321992,2
85,2795,311,229393161,2
86,302,762,30992992,1
87,1457,171,16746930353,8
88,38,2636,10129992949,2
89,12,33,73014421676,1
90,28,2480,324715679,1
91,55,484,2151793171,1
92,133,751,289280000,1
93,326,11,215920000,1
94,2191,360,25389605,1
95,1679,1305,1366052308,1
96,150,259,10024136516,2
97,51,28,1217006138,6
98,88,121,2251191204,3
99,1040,2323,11087205,1
100,213,1311,7565000,1
101,2322,1397,115156307,1
102,2191,270,93540000,2
103,11,762,6714870,2
104,119,1313,800000,1
105,28,544,1791846288,1
106,183,3,56032640,1
107,38,1107,138403973396,1
108,297,762,2016956042,3
109,1014,2,9691441,5
110,590,762,674977600,1
111,230,2248,2120393,2
112,206,1089,19238575,1
113,45,307,12167004,1
114,116,95,4375231769,6
115,116,1449,2423681823,2
116,12,867,1798963599097,23
117,691,43,72660812,1
118,291,73,26622244353,188
119,367,231,78459565,2
120,189,0,3189041,1
121,2769,1642,17348343,1
122,28,415,20603641,1
123,116,2,6926752156,8
124,40,0,4120000,1
125,1116,38,4826084386,3
126,405,270,44296900,1
127,12,516,73014421676,1
128,258,1039,56925858,1
129,268,198,221262089,1
130,12,1214,146284059914,3
131,56,225,405606014,4
132,940,944,57770,2
133,964,1629,38993634,1
134,1,3105,299829525,1
135,380,132,2666788203,1
136,56,1055,444990593,2
137,0,103,1042512,2
138,369,113,7074019,1
139,148,538,31889495,1
140,37,38,390804396,1
141,270,118,18057270,2
142,270,2,37334543,5
143,12,198,70942525672,6
144,11,2786,71284206,1
145,11,438,43887597,1
146,1398,1014,43181,1
147,179,1776,2156770000,5
148,28,1449,1606493502,12
149,119,651,36031000,1
150,286,877,9865280,1
151,588,105,52687751,1
152,2,291,61676086,2
153,55,1313,71914030305,107
154,1130,2759,5942010615,2
155,60,762,620067441,2
156,61,0,49999990000,1
157,1462,2210,10595450,1
158,1287,2210,344320574,1
159,9,1797,200528331,1
160,85,312,76792006,1
161,0,227,6840631,3
162,2636,478,36850867,5
163,56,428,4445247099,1
164,759,120,111847832,1
165,12,497,290108823,1
166,19,564,16316933034,3
167,113,79,1206579,1
168,1772,12,252443000,1
169,199,675,2499990000,1
170,28,2871,5312477985,3
171,665,0,969194,1
172,73,2210,307713721,1
173,867,2372,1373820,1
174,44,1089,831777995,1
175,353,62,64268181,1
176,481,360,21990000,1
177,100,2246,258824808,1
178,55,2541,6819849020,7
179,2786,648,15374028,1
180,225,200,1510015,1
181,12,461,219043265028,3
182,12,2695,73014421676,1
183,43,479,60071924,1
184,1466,270,30970000,1
185,413,2246,3575294077,1
186,11,1752,1415710160,4
187,2,1214,10982356,1
188,793,2210,75500000,1
189,55,11,39986888,1
190,119,529,938972100,2
191,2027,1083,7400184,1
192,32,113,24348696,1
193,575,113,5296480,3
194,112,790,98195614,1
195,55,2,218779517329,298
196,353,1584,1899980000,1
197,44,2,18053478,2
198,460,877,261520421,4
199,258,36,138620958,1
200,1,12,8896318,1
201,43,351,49104700,1
202,2,912,156113311,4
203,1130,762,3224438916,1
