,Source,Target,value,nb_transactions
0,108,76,3016379990,4
1,93,2425,221097906,3
2,61,152,81407238256,2
3,291,2141,33981932,1
4,162,2349,311501763,1
5,2,400,7560964359,1
6,1380,40,3526135974,1
7,55,163,2162467096,3
8,38,297,1650754569,1
9,113,512,148103835,4
10,104,1004,187510929,1
11,0,103,344986,1
12,2,340,164252089,7
13,28,240,13582943,1
14,0,323,1293537935,15
15,2,1606,10661912,1
16,0,2248,6300849,6
17,55,2133,153273294,3
18,12,95,495907639087,11
19,323,330,1097340,1
20,2186,236,2328840584,1
21,858,1776,315000,1
22,469,2209,27817400,1
23,0,762,248415050,2
24,2625,2047,1375600,1
25,11,302,8243068,1
26,304,12,676755508,18
27,619,904,72082589084,2
28,1305,36,3002000002,2
29,55,1397,42766912699,56
30,380,2210,3164649281,1
31,3,21,15762266,1
32,28,416,18569382,1
33,2871,762,2289302873,1
34,148,2274,74318287,1
35,23,2210,333894620,2
36,323,114,32080408,2
37,152,231,37753811,1
38,28,0,19036773569,752
39,619,2434,76250675731,3
40,291,2831,44141797,2
41,55,446,2060284900,1
42,28,111,180599926,1
43,105,538,532613402,1
44,392,791,74814438,1
45,286,877,94046990,6
46,12,0,11411031793180,216
47,570,121,2154333,1
48,420,590,359142077,1
49,619,1824,123356869138,4
50,30,28,311900023,1
51,56,2210,135704950,1
52,40,2,2154545843,2
53,55,414,32964558400,16
54,2821,118,253741,1
55,2509,502,599980000,1
56,2,739,11506634,1
57,369,119,196272937,1
58,55,1776,33009482520,71
59,644,2817,137451630,1
60,55,1440,2060284900,1
61,0,2344,235097364,1
62,2636,56,1043130875,3
63,0,2,30650836946,157
64,943,675,999990000,1
65,365,146,23666129,1
66,239,2,2681255,2
67,98,339,199198170,1
68,575,418,144146494,76
69,715,1095,25880000,2
70,304,1466,100795811,2
71,71,239,1119630,1
72,1355,360,35346442,1
73,88,75,2846500,1
74,1457,12,823251718,1
75,357,2304,499241,1
76,267,249,151294478,1
77,0,1752,2203215644,7
78,382,12,107871711,13
79,0,2636,6760297191,33
80,2759,227,6630747,3
81,512,575,5963728,3
82,30,2636,1378991796,2
83,461,877,244749913,1
84,1634,2419,133466144,1
85,291,420,33981932,1
86,798,2246,2825406,1
87,321,1083,3570231187,1
88,489,46,104652712,1
89,325,1692,5877100,4
90,28,474,7917751,1
91,67,2206,3180000,1
92,2206,2329,57836036,2
93,12,122,291887047,1
94,270,665,7636963,1
95,88,0,23043378888,24
96,323,324,5950675,2
97,191,2393,1613205573,1
98,105,12,9936820764,8
99,382,1180,25957500,1
100,88,223,87881160,1
101,112,790,124495275,1
102,15,0,58471443,1
103,2953,11,102077338,1
104,369,11,46089529,4
105,427,352,15358184,1
106,12,1040,70797702512,1
107,2,79,593626715,8
108,1457,30,36479957069,9
109,28,581,208052023,2
110,85,12,56823711,1
111,931,330,2835930,1
112,564,1281,16764518938,6
113,85,11,23668868,3
114,68,2405,664474722,1
115,99,1776,17400992,1
116,552,1353,1511683,1
117,104,143,426848317,3
118,1923,762,4508342110,4
119,105,478,3988263547,3
120,28,2546,11935416,1
121,564,1841,1373115776,2
122,291,0,2897908103,108
123,396,75,759101,1
124,1761,1119,275373873,2
125,0,2,8152800,13
126,162,2229,295538270,1
127,56,32,1792602,1
128,321,118,3561157032,1
129,150,0,898794561832,245
130,9,361,1082810261,1
131,1869,2246,82920718,1
132,802,12,10203000,1
133,5,2797,105697171,1
134,919,231,350000000,1
135,88,2636,5760844722,6
136,1278,340,78818451,1
137,484,2248,172511542,1
138,28,362,13582943,1
139,31,762,1796400000,2
140,28,176,54435902,1
141,12,198,5627853747,7
142,28,995,54435902,1
143,2229,1,527178195755,39
144,1905,11,12626609,2
145,254,91,63133024,2
146,28,437,1009869147,1
147,146,436,22618500,1
148,2626,283,36668553,1
149,28,2541,2060256961,2
150,121,2636,9980000,1
151,18,419,10443457,1
152,1400,12,19901157,2
153,112,498,170477112,1
154,190,2241,92274783,1
155,330,2210,503372062,1
156,380,16,3337489281,1
157,617,186,215218873,1
158,11,532,746824058,1
159,55,2904,51091098,1
160,1313,12,23761093,3
161,302,11,20071766,1
162,461,2206,207269913,1
163,345,91,1693103091,1
164,450,365,313578390,1
165,79,1062,147327032,6
166,28,127,180599926,1
167,28,0,23304857591,24
168,2636,323,6997168,1
169,268,575,1214080,1
170,28,2141,1080757192,13
171,302,2,87241327,3
172,480,1560,599990000,1
173,46,762,7999920994,4
174,4,2210,39999735766,1
175,35,2206,320299009,1
176,141,146,15390000,1
177,103,2736,118304654,1
178,1770,1018,85499596,1
179,1153,376,189940954,2
180,162,1457,98840017,1
181,64,1,2407071496,5
182,0,113,9830951,5
183,55,1037,51091098,1
184,28,444,180599926,1
185,0,113,147443217,2
186,81,12,2808262629,10
187,119,2246,19590405,1
188,2625,28,7526178,2
189,231,2152,114992155,1
190,61,1281,23464885000,2
191,353,984,17400955,1
192,9,318,957110067,2
193,564,902,5799980000,1
194,445,82,466232585,9
195,74,270,10465797,1
196,28,1061,192535342,2
197,407,2276,87951483,1
198,555,1440,1022188,1
199,247,0,3045890,1
200,138,762,616900000,1
201,55,370,6255922534,4
202,100,56,109659896,1
203,15,71,1229390000,1
204,116,1397,1504627111,1
205,150,2,32462463130,10
206,802,376,153200000,2
207,198,28,189320788,1
208,191,2210,1480702937,1
209,20,31,2299960000,1
210,2206,2,319801818,14
211,247,2057,97441060,1
212,150,1603,2518863196,1
213,491,12,513241214,3
214,508,91,29095662,1
215,619,3053,147292654155,5
216,9,1,7353055,1
217,529,0,592766448,2
218,164,2166,703591163,1
219,88,44,1920281574,2
220,1776,162,15165423863,46
221,1867,0,431190000,1
222,1261,1311,134249764,3
223,152,1714,2497718690,2
224,278,427,26564735,1
225,12,257,675989778,1
226,471,131,20374865,1
227,28,103,2157380467,2
228,55,85,43731216068,57
229,121,135,27824861,1
230,1604,1311,5656000,2
231,2636,365,1909168,1
232,12,16,1274358645216,18
233,55,435,11367551,1
234,105,2795,1446025231,1
235,121,1311,45279722,2
236,35,12,82990000,1
237,190,762,105600003,1
238,146,43,47680000,1
239,92,454,14089226,1
240,291,478,30833001,1
241,369,0,2220419,1
242,28,368,27452097,1
243,12,402,35518739,1
244,12,259,70797702512,1
245,76,1083,31003800,1
246,330,512,6621944,2
247,543,1311,1586472,1
248,28,182,3928341904,4
249,25,35,3936514,1
250,30,491,787205382,1
251,55,73,6510136390,11
252,429,282,102358162,1
253,55,53,2111375998,2
254,883,2210,135155560,1
255,2099,1440,1143911,1
256,113,73,45199352,2
257,112,512,483344968,4
258,179,73,461560000,1
259,478,2404,9858887,2
260,12,157,30021009,1
261,315,478,1501276788,2
262,484,11,12375963,1
263,0,340,1488029452,6
264,2,73,1417904813,17
265,0,414,659932,1
266,428,2365,2215100,1
267,18,3003,17058881,1
268,268,113,9990000,1
269,198,121,63122993,2
270,429,522,127700848,3
271,2797,32,67167724,1
272,2484,1035,141044272,1
273,376,1466,281298476,13
274,119,26,258644000,1
275,388,146,894615,1
276,400,762,284090000,1
277,1457,2409,9599889664,3
278,150,30,54096550337,14
279,105,1004,1446025231,1
280,1297,323,798000,1
281,2479,607,65001000019,1
282,38,18,295674356451,1
283,55,636,51091098,1
284,2206,1353,1113498280,10
285,105,118,5345642142,7
286,1174,291,11889573,1
287,152,479,182451127,1
288,150,945,14182863987,3
289,55,709,2060284900,1
290,2013,152,275798802,1
291,133,75,40486008,10
292,9,556,1010283176,1
293,185,2636,14390000,1
294,619,1295,77578966640,5
295,152,0,36464890130,2
296,12,231,71960599454,21
297,55,444,4120569800,2
298,2334,2246,7879265,1
299,1313,156,11320014,1
300,150,1144,3380860158,1
301,664,1339,42406094,1
302,42,2368,101298279,1
303,2,762,10187400571,6
304,105,85,21142033931,15
305,1039,2572,135007063,1
306,28,2826,68752688,1
307,28,879,180599926,1
308,0,330,1383163377,9
309,1083,77,61001119,1
310,335,1313,2813829,1
311,1457,38,1128863756,2
312,495,11,159588500,1
313,845,2182,59990000,1
314,2444,283,198800000,1
315,81,1776,22009642,1
316,28,1107,740711885,1
317,4,2,159998943064,4
318,161,1457,1866905270,1
319,1457,2353,18401044529,5
320,202,2206,1899000,1
321,138,121,151480000,2
322,697,139,57287000,1
323,75,1754,154160424,71
324,244,675,2564030000,4
325,36,119,399990000,1
326,0,225,1125566839,10
327,71,56,1250383,1
328,12,2056,70797702512,1
329,888,2487,69205717,2
330,113,32,12493963,1
331,2,137,13012743,1
332,1611,227,1452177878,1
333,2,2639,10962422,1
334,23,2835,334513199,1
335,40,790,2992146,1
336,182,762,6511727150,1
337,28,113,576474261,34
338,1107,2200,20000,1
339,2,2246,93272206,1
340,169,762,120770000,2
341,2624,360,392812496,2
342,796,706,1474886281,1
343,28,1603,408066382,1
344,103,1457,9990000,1
345,2,575,148350237,3
346,1457,977,879001119,1
347,150,918,3161505482,1
348,289,2210,30970856,1
349,113,377,394225402,1
350,0,761,85974243,1
351,330,665,2968570,1
352,85,12,19114705,4
353,323,30,1715594270,2
354,41,638,1014642,1
355,11,430,220300268,1
356,1,2210,14199990000,1
357,1830,0,80000090000,1
358,56,11,934963770,3
359,28,237,9791751,1
360,191,2,2645965878,3
361,1036,569,74061468,1
362,2484,11,169735759,2
363,105,370,393467826,1
364,12,299,70797702512,1
365,60,2210,88362508,2
366,2,118,128965324,3
367,55,912,51091098,1
368,2,0,19300301431,238
369,162,2,477840693,1
370,529,12,39133437,1
371,1844,549,176990000,1
372,231,709,3673600,1
373,12,443,67886526,1
374,1503,327,260171887,1
375,1457,43,333832616,2
376,86,0,53585224,11
377,2027,5,99981824,1
378,19,198,20772283910,1
379,340,984,4851110290,2
380,363,12,30818646,1
381,1,12,199679276,2
382,199,1625,10089498116,1
383,150,1397,23314742670,9
384,781,636,1365000,1
385,28,121,7917751,1
386,2340,2229,590551543,1
387,1571,619,23591857379,4
388,11,1053,120788218,1
389,451,2246,82491998,2
390,198,2206,252069400,1
391,2606,11,50850600,1
392,55,44,51091098,1
393,2123,2246,176145257,1
394,30,56,860480000,1
395,291,549,33981932,1
396,1211,12,63039241,1
397,88,547,39609380,2
398,60,611,63730000,1
399,673,1961,11799539,1
400,2079,1311,2076781,1
401,85,11,24749963,1
402,0,2629,124207525,1
403,12,2047,9940000,2
404,47,1311,6970000,1
405,12,85,424830300101,7
406,112,11,63877306,1
407,105,2833,393467826,1
408,2,413,12942441,1
409,321,44,3571539964,1
410,116,2636,26609795,2
411,105,323,7714006574,10
412,2157,259,35096462,1
413,2509,1147,862257192,3
414,323,12,6690000,1
415,28,1744,27452097,1
416,347,590,7928054,1
417,198,544,94950060,1
418,64,536,26466785,1
419,162,665,32837721,1
420,2035,12,23718872,1
421,1472,675,5655585214,1
422,23,701,67664496,1
423,22,414,499989000,1
424,25,665,816709329,28
425,82,529,6220000,1
426,675,244,5877944443,2
427,270,414,7304210,1
428,44,779,11548795,2
429,183,103,10963404,1
430,55,665,57266150444,53
431,162,54,6840284,1
432,31,473,73047716,1
433,38,483,180632104,1
434,12,260,70797702512,1
435,12,353,212393107536,3
436,260,2550,156995458,3
437,353,1107,32347009396,6
438,73,118,1387526,1
439,1014,2,11242230,2
440,5,1516,60550123,1
441,182,225,2279505238,1
442,150,595,5794583801,1
443,963,2501,129048200,1
444,115,1687,119947000,8
445,113,2133,2245088,1
446,43,762,4238680420,23
447,824,1305,1162683654,3
448,113,118,119690134,9
449,55,12,28773870979,42
450,162,11,589172800,3
451,2206,365,10990016,1
452,28,858,165436438,3
453,30,1083,13668478,1
454,226,1959,99990000,1
455,376,2210,9661891720,51
456,28,1947,2060204602,2
457,19,1776,40443650795,2
458,641,762,861568209,1
459,278,28,560935505,5
460,547,12,158998,2
461,940,944,43540,1
462,162,283,1198655207,1
463,297,629,196087646,2
464,150,648,3077409804,1
465,1519,762,699997169,1
466,149,169,237390606,1
467,121,28,247911521,1
468,365,12,215966981,2
469,2027,2210,1552931824,1
470,7,955,30426381,1
471,239,2097,2561250,1
472,12,1756,70797702512,1
473,12,27,4405298555,1
474,504,36,8988890021,3
475,0,2215,73400,1
476,146,984,51991391,1
477,286,360,58413307,1
478,291,132,10159865,1
479,268,1603,984795732,1
480,133,2210,35053400,1
481,9,762,1090203922,2
482,55,2942,2060284900,1
483,619,174,21089502080,3
484,105,2323,528761609,1
485,1097,323,268177,1
486,376,1752,13816900,3
487,888,266,37999990000,1
488,12,79,1367164,2
489,177,2187,4960000,1
490,664,2411,44369100,1
491,633,2210,111892539,1
492,20,400,111980000,1
493,143,762,402841646,1
494,225,2210,52353644,2
495,489,2274,78547394,2
496,93,251,380325685,1
497,150,1037,5016289976,1
498,195,1081,398941372,2
499,121,103,499980000,1
500,2679,2,6041237,1
501,2,1376,18438700,1
502,112,1752,170477112,1
503,247,223,446505063,1
504,10,340,5223550,1
505,1313,42,264678348,1
506,291,2210,149949596,6
507,1939,2274,266726065,1
508,529,984,4917030,1
509,2,2,2047947849,1
510,856,529,14076,2
511,429,1825,147125000,1
512,152,3117,34610620,1
513,2636,1,34957397,1
514,1464,762,6659586,1
515,883,923,5460832,1
516,55,2732,10588990,1
517,270,2,19940870,4
518,580,984,2652230252,1
519,139,2206,321930000,1
520,291,394,33981932,1
521,291,2541,108956730,4
522,55,426,51091098,1
523,373,11,4673910,1
524,0,2541,124207525,1
525,55,323,52663333317,47
526,12,456,1237004255,2
527,291,665,111192123,4
528,323,38,1056368575,2
529,150,39,3397436809,1
530,86,225,4871384,1
531,2677,12,78490,1
532,114,138,940691242327,30
533,105,38,7331586283,7
534,919,121,350965757,2
535,199,353,4299980000,2
536,28,2634,91466805,7
537,2191,2425,15413905,1
538,45,1440,39759605,2
539,66,75,2380959,3
540,143,824,49990000,1
541,2434,619,256854474,2
542,26,95,146563377,2
543,85,491,3729200,1
544,35,11,353424208,1
545,150,356,3161505482,1
546,230,323,450793,1
547,146,2206,43880000,1
548,55,1285,51091098,1
549,55,141,51091098,1
550,512,2945,3971442,1
551,11,119,130367168,1
552,55,2369,2070507376,2
553,2191,12,21420000,1
554,487,512,3955668,1
555,2469,105,151876104,1
556,30,984,499940000,1
557,40,268,5984292,2
558,55,61,2060284900,1
559,55,412,2060284900,1
560,64,326,172810702,1
561,20,61,16171807026,5
562,28,73,20917458419,279
563,30,11,14293525896,155
564,12,607,212393107536,3
565,575,244,42442099,6
566,225,11,169333193,1
567,12,1313,2053321444144,30
568,1058,11,13330749,2
569,162,211,152301065,1
570,489,360,249987850,1
571,1151,115,495918307,1
572,918,152,53427602,1
573,19,607,5049240300,1
574,183,17,16086357,1
575,55,1107,8354689347,7
576,590,33,99980000,1
577,7,375,43830000,1
578,116,984,8225525,1
579,86,1086,4871384,1
580,313,45,17533100,1
581,24,735,755330711,1
582,12,1984,799001,1
583,1757,12,10520000,1
584,88,50,550587855,1
585,247,2230,374520,1
586,40,1313,2992146,1
587,369,152,11133395,1
588,38,2041,402956035,1
589,105,636,7207865762,8
590,116,16,1595201333,1
591,12,71,34789304,1
592,55,779,51091098,1
593,315,585,88502889,3
594,0,504,878778724,7
595,429,2338,99845000,1
596,1097,81,1616489919,1
597,52,289,4334281291,2
598,25,1776,10430814,1
599,365,254,173011956,1
600,520,762,299990000,1
601,35,1587,75890000,1
602,40,2270,2992146,1
603,359,709,1297412012,1
604,12,560,18391007,1
605,112,297,63877306,1
